timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname,mobility,clothes
1246.329,102,n,6.BabyScene,6,44,Blanket,11,Score (Space Pressed),precrawler,green
1251.387,102,n,6.BabyScene,6,44,Blanket,NA,Car Ends,precrawler,green
1257.532,102,n,6.BabyScene,6,44,Blanket,3,Estimated Speed,precrawler,green
1263.376,102,n,6.BabyScene,6,44,Blanket,11,Score (Space Pressed),precrawler,green
1264.318,102,n,6.BabyScene,6,44,Blanket,Baby Location: (256.2,B Pressed,precrawler,green
1264.38,102,n,6.BabyScene,6,44,Blanket,Baby Location: (256.2,B Pressed,precrawler,green
1264.751,102,n,6.BabyScene,7,44,Blanket,NA,Car Starts,precrawler,green
1265.305,102,n,6.BabyScene,7,44,Blanket,12,Score (Space Pressed),precrawler,green
1265.677,102,n,6.BabyScene,7,44,Blanket,12,Score (Space Pressed),precrawler,green
1266.046,102,n,6.BabyScene,7,44,Blanket,12,Score (Space Pressed),precrawler,green
1266.929,102,n,6.BabyScene,7,44,Blanket,12,Score (Space Pressed),precrawler,green
1270.077,102,n,6.BabyScene,7,44,Blanket,12,Score (Space Pressed),precrawler,green
1274.451,102,n,6.BabyScene,7,44,Blanket,NA,Car Ends,precrawler,green
1283.65,102,n,6.BabyScene,7,44,Blanket,3,Estimated Speed,precrawler,green
1286.803,102,n,6.BabyScene,7,44,Blanket,12,Score (Space Pressed),precrawler,green
1288.724,102,n,6.BabyScene,8,59,Blanket,NA,Car Starts,precrawler,green
1292.272,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1298.253,102,n,6.BabyScene,8,59,Blanket,NA,Car Ends,precrawler,green
1299.371,102,n,6.BabyScene,8,59,Blanket,5,Estimated Speed,precrawler,green
1300.804,102,n,6.BabyScene,8,59,Blanket,Baby Location: (256.2,B Pressed,precrawler,green
1301.484,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1302.036,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1302.56,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1303.188,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1303.822,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1304.729,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1305.44,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1306.175,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1306.997,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1307.71,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1308.576,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1308.948,102,n,6.BabyScene,8,59,Blanket,13,Score (Space Pressed),precrawler,green
1310.807,102,n,6.BabyScene,9,73,Blanket,NA,Car Starts,precrawler,green
1313.302,102,n,6.BabyScene,9,73,Blanket,14,Score (Space Pressed),precrawler,green
1330.524,102,n,6.BabyScene,9,73,Blanket,NA,Car Ends,precrawler,green
1336.411,102,n,6.BabyScene,9,73,Blanket,5,Estimated Speed,precrawler,green
1337.813,102,n,6.BabyScene,9,73,Blanket,Baby Location: (256.2,B Pressed,precrawler,green
1339.926,102,n,6.BabyScene,10,88,Blanket,NA,Car Starts,precrawler,green
1340.646,102,n,6.BabyScene,10,88,Blanket,15,Score (Space Pressed),precrawler,green
1350.706,102,n,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,crawler,white  
1364.029,102,n,5.Narrative2,Tutorial Instructions 2,73,Blanket,Baby Location: (254.5,B Pressed,crawler,white  
1365.531,102,n,6.BabyScene,,,Blanket,,Start New Block,crawler,white  
1368.947,102,n,6.BabyScene,,0,Blanket,15,Score (Space Pressed),crawler,white  
1371.743,102,n,6.BabyScene,,0,Blanket,15,Score (Space Pressed),crawler,white  
1371.87,102,n,6.BabyScene,,0,Blanket,15,Score (Space Pressed),crawler,white  
1373.14,102,n,6.BabyScene,1,88,Blanket,NA,Car Starts,crawler,white  
1375.298,102,n,6.BabyScene,1,88,Blanket,16,Score (Space Pressed),crawler,white  
1375.687,102,n,6.BabyScene,1,88,Blanket,NA,Car Ends,crawler,white  
1379.235,102,n,6.BabyScene,1,88,Blanket,Baby Location: (255.0,B Pressed,crawler,white  
1380.18,102,n,6.BabyScene,1,88,Blanket,5,Estimated Speed,crawler,white  
1382.509,102,n,6.BabyScene,1,88,Blanket,Baby Location: (255.1,B Pressed,crawler,white  
1383.271,102,n,6.BabyScene,1,88,Blanket,16,Score (Space Pressed),crawler,white  
1384.719,102,n,6.BabyScene,1,88,Blanket,16,Score (Space Pressed),crawler,white  
1385.487,102,n,6.BabyScene,1,88,Blanket,16,Score (Space Pressed),crawler,white  
1386.695,102,n,6.BabyScene,1,88,Blanket,16,Score (Space Pressed),crawler,white  
1388.722,102,n,6.BabyScene,1,88,Blanket,16,Score (Space Pressed),crawler,white  
1388.827,102,n,6.BabyScene,1,88,Blanket,16,Score (Space Pressed),crawler,white  
1389.952,102,n,6.BabyScene,2,44,Blanket,NA,Car Starts,crawler,white  
1390.873,102,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white  
1395.054,102,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white  
1399.57,102,n,6.BabyScene,2,44,Blanket,NA,Car Ends,crawler,white  
1401.532,102,n,6.BabyScene,2,44,Blanket,5,Estimated Speed,crawler,white  
1402.917,102,n,6.BabyScene,3,44,Blanket,Baby Location: (252.6,B Pressed,crawler,white  
1403.74,102,n,6.BabyScene,3,44,Blanket,17,Score (Space Pressed),crawler,white  
1404.564,102,n,6.BabyScene,3,44,Blanket,17,Score (Space Pressed),crawler,white  
1404.917,102,n,6.BabyScene,3,44,Blanket,17,Score (Space Pressed),crawler,white  
1405.391,102,n,6.BabyScene,3,44,Blanket,Baby Location: (252.5,B Pressed,crawler,white  
1405.979,102,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white  
1407.482,102,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white  
1408.04,102,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white  
1408.699,102,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white  
1408.8,102,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white  
1409.599,102,n,6.BabyScene,3,59,Blanket,NA,Car Starts,crawler,white  
1410.593,102,n,6.BabyScene,3,59,Blanket,18,Score (Space Pressed),crawler,white  
1413.283,102,n,6.BabyScene,3,59,Blanket,18,Score (Space Pressed),crawler,white  
1416.563,102,n,6.BabyScene,3,59,Blanket,NA,Car Ends,crawler,white  
1421.858,102,n,6.BabyScene,3,59,Blanket,5,Estimated Speed,crawler,white  
1424.941,102,n,6.BabyScene,3,59,Blanket,18,Score (Space Pressed),crawler,white  
1429.809,102,n,6.BabyScene,3,59,Blanket,18,Score (Space Pressed),crawler,white  
1430.503,102,n,6.BabyScene,3,59,Blanket,18,Score (Space Pressed),crawler,white  
1432.169,102,n,6.BabyScene,4,103,Blanket,NA,Car Starts,crawler,white  
1433.976,102,n,6.BabyScene,4,103,Blanket,19,Score (Space Pressed),crawler,white  
1435.236,102,n,6.BabyScene,4,103,Blanket,NA,Car Ends,crawler,white  
1438.235,102,n,6.BabyScene,4,103,Grass,NA,Baby Crossed Blanket,crawler,white  
1441.522,102,n,6.BabyScene,4,103,Grass,6,Estimated Speed,crawler,white  
1446.473,102,n,6.BabyScene,4,103,Grass,NA,Baby Crossed Blanket,crawler,white  
1448.329,102,n,6.BabyScene,4,103,Grass,Baby Location: (252.5,B Pressed,crawler,white  
1449.45,102,n,6.BabyScene,5,59,Grass,NA,Car Starts,crawler,white  
1450.348,102,n,6.BabyScene,5,59,Grass,20,Score (Space Pressed),crawler,white  
1453.019,102,n,6.BabyScene,5,59,Grass,20,Score (Space Pressed),crawler,white  
1457.621,102,n,6.BabyScene,5,59,Blanket,NA,Car Ends,crawler,white  
1460.653,102,n,6.BabyScene,5,59,Blanket,6,Estimated Speed,crawler,white  
1461.231,102,n,6.BabyScene,5,59,Blanket,Baby Location: (255.2,B Pressed,crawler,white  
1461.781,102,n,6.BabyScene,5,59,Blanket,20,Score (Space Pressed),crawler,white  
1462.527,102,n,6.BabyScene,5,59,Blanket,20,Score (Space Pressed),crawler,white  
1464.06,102,n,6.BabyScene,5,59,Blanket,20,Score (Space Pressed),crawler,white  
1465.568,102,n,6.BabyScene,5,59,Blanket,20,Score (Space Pressed),crawler,white  
1465.692,102,n,6.BabyScene,5,59,Blanket,20,Score (Space Pressed),crawler,white  
1467.946,102,n,6.BabyScene,6,44,Blanket,NA,Car Starts,crawler,white  
1472.808,102,n,6.BabyScene,6,44,Blanket,21,Score (Space Pressed),crawler,white  
1476.548,102,n,6.BabyScene,6,44,Blanket,NA,Car Ends,crawler,white  
1479.87,102,n,6.BabyScene,6,44,Blanket,2,Estimated Speed,crawler,white  
1481.231,102,n,6.BabyScene,6,44,Blanket,21,Score (Space Pressed),crawler,white  
1482.377,102,n,6.BabyScene,6,44,Blanket,21,Score (Space Pressed),crawler,white  
1483.341,102,n,6.BabyScene,6,44,Blanket,21,Score (Space Pressed),crawler,white  
1486.17,102,n,6.BabyScene,6,44,Blanket,21,Score (Space Pressed),crawler,white  
1487.903,102,n,6.BabyScene,6,44,Blanket,21,Score (Space Pressed),crawler,white  
1493.553,102,n,6.BabyScene,6,44,Blanket,21,Score (Space Pressed),crawler,white  
1494.978,102,n,6.BabyScene,7,103,Blanket,NA,Car Starts,crawler,white  
1496.794,102,n,6.BabyScene,7,103,Blanket,22,Score (Space Pressed),crawler,white  
1497.693,102,n,6.BabyScene,7,103,Blanket,NA,Car Ends,crawler,white  
1501.519,102,n,6.BabyScene,7,103,Grass,NA,Baby Crossed Blanket,crawler,white  
1503.558,102,n,6.BabyScene,7,103,Grass,NA,Baby Crossed Blanket,crawler,white  
1505.987,102,n,6.BabyScene,7,103,Grass,6,Estimated Speed,crawler,white  
1507.929,102,n,6.BabyScene,7,103,Grass,22,Score (Space Pressed),crawler,white  
1509.539,102,n,6.BabyScene,7,103,Grass,22,Score (Space Pressed),crawler,white  
1509.801,102,n,6.BabyScene,7,103,Grass,22,Score (Space Pressed),crawler,white  
1509.801,102,n,6.BabyScene,7,103,Grass,22,Score (Space Pressed),crawler,white  
1511.771,102,n,6.BabyScene,8,73,Blanket,NA,Car Starts,crawler,white  
1514.337,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1514.954,102,n,6.BabyScene,8,73,Blanket,NA,Car Ends,crawler,white  
1520.511,102,n,6.BabyScene,8,73,Blanket,NA,Baby Crossed Blanket,crawler,white  
1521.756,102,n,6.BabyScene,8,73,Blanket,5,Estimated Speed,crawler,white  
1522.599,102,n,6.BabyScene,8,73,Blanket,Baby Location: (257.2,B Pressed,crawler,white  
1523.687,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1524.556,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1525.208,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1526.122,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1527.224,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1528.278,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1529.423,102,n,6.BabyScene,8,73,Blanket,23,Score (Space Pressed),crawler,white  
1530.476,102,n,6.BabyScene,9,73,Blanket,NA,Car Starts,crawler,white  
1530.873,102,n,6.BabyScene,9,73,Blanket,24,Score (Space Pressed),crawler,white  
1531.276,102,n,6.BabyScene,9,73,Blanket,24,Score (Space Pressed),crawler,white  
1533.81,102,n,6.BabyScene,9,73,Blanket,24,Score (Space Pressed),crawler,white  
1537.698,102,n,6.BabyScene,9,73,Blanket,NA,Car Ends,crawler,white  
1539.293,102,n,6.BabyScene,9,73,Blanket,3,Estimated Speed,crawler,white  
1544.298,102,n,6.BabyScene,9,73,Blanket,24,Score (Space Pressed),crawler,white  
1545.182,102,n,6.BabyScene,9,73,Blanket,24,Score (Space Pressed),crawler,white  
1545.94,102,n,6.BabyScene,9,73,Blanket,24,Score (Space Pressed),crawler,white  
1550.591,102,n,6.BabyScene,9,73,Blanket,24,Score (Space Pressed),crawler,white  
1553.102,102,n,6.BabyScene,10,73,Grass,NA,Baby Crossed Blanket,crawler,white  
1555.234,102,n,6.BabyScene,10,73,Grass,NA,Baby Crossed Blanket,crawler,white  
1556.866,102,n,6.BabyScene,10,88,Grass,NA,Car Starts,crawler,white  
1558.874,102,n,6.BabyScene,10,88,Grass,25,Score (Space Pressed),crawler,white  
1563.899,102,n,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,walker,naked
1576.962,102,n,6.BabyScene,,,Blanket,,Start New Block,walker,naked
1578.609,102,n,6.BabyScene,,0,Blanket,25,Score (Space Pressed),walker,naked
1579.9,102,n,6.BabyScene,,0,Blanket,25,Score (Space Pressed),walker,naked
1581.206,102,n,6.BabyScene,1,103,Blanket,NA,Car Starts,walker,naked
1582.629,102,n,6.BabyScene,1,103,Blanket,26,Score (Space Pressed),walker,naked
1583.936,102,n,6.BabyScene,1,103,Blanket,NA,Car Ends,walker,naked
1586.311,102,n,6.BabyScene,1,103,Grass,NA,Baby Crossed Blanket,walker,naked
1586.548,102,n,6.BabyScene,1,103,Grass,NA,Baby Crossed Blanket,walker,naked
1591.989,102,n,6.BabyScene,1,103,Grass,6,Estimated Speed,walker,naked
1595.865,102,n,6.BabyScene,1,103,Grass,26,Score (Space Pressed),walker,naked
1597.095,102,n,6.BabyScene,1,103,Grass,26,Score (Space Pressed),walker,naked
1597.505,102,n,6.BabyScene,1,103,Grass,26,Score (Space Pressed),walker,naked
1598.188,102,n,6.BabyScene,2,44,Grass,NA,Car Starts,walker,naked
1601.724,102,n,6.BabyScene,2,44,Grass,27,Score (Space Pressed),walker,naked
1603.584,102,n,6.BabyScene,2,44,Grass,Baby Location: (259.2,B Pressed,walker,naked
1604.707,102,n,6.BabyScene,2,44,Grass,Baby Location: (259.2,B Pressed,walker,naked
1608.502,102,n,6.BabyScene,2,44,Grass,NA,Car Ends,walker,naked
1613.208,102,n,6.BabyScene,2,44,Grass,3,Estimated Speed,walker,naked
1614.519,102,n,6.BabyScene,2,44,Blanket,27,Score (Space Pressed),walker,naked
1614.519,102,n,6.BabyScene,2,44,Blanket,27,Score (Space Pressed),walker,naked
1616.573,102,n,6.BabyScene,3,59,Blanket,NA,Car Starts,walker,naked
1616.784,102,n,6.BabyScene,3,59,Blanket,28,Score (Space Pressed),walker,naked
1618.917,102,n,6.BabyScene,3,59,Blanket,28,Score (Space Pressed),walker,naked
1620.845,102,n,6.BabyScene,3,59,Blanket,NA,Car Ends,walker,naked
1624.715,102,n,6.BabyScene,3,59,Blanket,4,Estimated Speed,walker,naked
1628.976,102,n,6.BabyScene,3,59,Blanket,28,Score (Space Pressed),walker,naked
1630.614,102,n,6.BabyScene,4,88,Blanket,NA,Car Starts,walker,naked
1630.741,102,n,6.BabyScene,4,88,Blanket,NA,Car Starts,walker,naked
1630.866,102,n,6.BabyScene,4,88,Blanket,Baby Location: (256.4,B Pressed,walker,naked
1632.394,102,n,6.BabyScene,4,88,Blanket,29,Score (Space Pressed),walker,naked
1635.644,102,n,6.BabyScene,4,88,Blanket,NA,Car Ends,walker,naked
1647.62,102,n,6.BabyScene,4,88,Blanket,5,Estimated Speed,walker,naked
1647.744,102,n,6.BabyScene,4,88,Blanket,5,Estimated Speed,walker,naked
1652.016,102,n,6.BabyScene,5,73,Blanket,30,Score (Space Pressed),walker,naked
1655.922,102,n,6.BabyScene,5,73,Blanket,NA,Car Ends,walker,naked
1657.933,102,n,6.BabyScene,5,73,Blanket,4,Estimated Speed,walker,naked
1659.2,102,n,6.BabyScene,5,73,Blanket,30,Score (Space Pressed),walker,naked
1661.934,102,n,6.BabyScene,5,73,Blanket,Baby Location: (257.4,B Pressed,walker,naked
1663.372,102,n,6.BabyScene,6,44,Blanket,NA,Car Starts,walker,naked
1664.259,102,n,6.BabyScene,6,44,Blanket,31,Score (Space Pressed),walker,naked
1667.999,102,n,6.BabyScene,6,44,Blanket,31,Score (Space Pressed),walker,naked
1672.257,102,n,6.BabyScene,6,44,Blanket,NA,Car Ends,walker,naked
1684.621,102,n,6.BabyScene,6,44,Blanket,2,Estimated Speed,walker,naked
1686.264,102,n,6.BabyScene,7,88,Blanket,NA,Car Starts,walker,naked
1688.285,102,n,6.BabyScene,7,88,Blanket,32,Score (Space Pressed),walker,naked
1689.927,102,n,6.BabyScene,7,88,Blanket,NA,Car Ends,walker,naked
1692.087,102,n,6.BabyScene,7,88,Blanket,4,Estimated Speed,walker,naked
1694.694,102,n,6.BabyScene,7,88,Grass,NA,Baby Crossed Blanket,walker,naked
1697.838,102,n,6.BabyScene,7,88,Grass,NA,Baby Crossed Blanket,walker,naked
1699.856,102,n,6.BabyScene,8,59,Grass,NA,Car Starts,walker,naked
1703.623,102,n,6.BabyScene,8,59,Grass,33,Score (Space Pressed),walker,naked
1706.323,102,n,6.BabyScene,8,59,Grass,NA,Car Ends,walker,naked
1707.538,102,n,6.BabyScene,8,59,Grass,4,Estimated Speed,walker,naked
1710.229,102,n,6.BabyScene,8,59,Road,NA,Baby Crossed Road,walker,naked
1713.779,102,n,6.BabyScene,8,59,Road,NA,Baby Crossed Road,walker,naked
1713.903,102,n,6.BabyScene,8,59,Road,NA,Baby Crossed Road,walker,naked
1716.201,102,n,6.BabyScene,9,103,Road,NA,Car Starts,walker,naked
1716.628,102,n,6.BabyScene,9,103,Road,34,Score (Space Pressed),walker,naked
1722.73,102,n,6.BabyScene,9,103,Road,NA,Car Ends,walker,naked
1724.363,102,n,6.BabyScene,9,103,Road,7,Estimated Speed,walker,naked
1731.885,102,n,6.BabyScene,9,103,Blanket,34,Score (Space Pressed),walker,naked
1733.631,102,n,6.BabyScene,10,73,Blanket,NA,Car Starts,walker,naked
1735.712,102,n,6.BabyScene,10,73,Blanket,35,Score (Space Pressed),walker,naked
27.485,103,p,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block,NA,NA
31.821,103,p,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed,NA,NA
53.062,103,p,4.NeutralScene,,,NA,,Start New Block,NA,NA
55.136,103,p,4.NeutralScene,1,59,NA,NA,Car Starts,NA,NA
58.624,103,p,4.NeutralScene,1,59,NA,1,Score (Space Pressed),NA,NA
64.306,103,p,4.NeutralScene,1,59,NA,NA,Car Ends,NA,NA
73.518,103,p,4.NeutralScene,1,59,NA,2,Estimated Speed,NA,NA
75.337,103,p,4.NeutralScene,2,73,NA,NA,Car Starts,NA,NA
77.738,103,p,4.NeutralScene,2,73,NA,2,Score (Space Pressed),NA,NA
81.016,103,p,4.NeutralScene,2,73,NA,NA,Car Ends,NA,NA
98.273,103,p,4.NeutralScene,2,73,NA,4,Estimated Speed,NA,NA
100.174,103,p,4.NeutralScene,3,103,NA,NA,Car Starts,NA,NA
101.059,103,p,4.NeutralScene,3,103,NA,3,Score (Space Pressed),NA,NA
105.066,103,p,4.NeutralScene,3,103,NA,NA,Car Ends,NA,NA
120.319,103,p,4.NeutralScene,3,103,NA,7,Estimated Speed,NA,NA
122.137,103,p,4.NeutralScene,4,59,NA,NA,Car Starts,NA,NA
125.147,103,p,4.NeutralScene,4,59,NA,4,Score (Space Pressed),NA,NA
132.984,103,p,4.NeutralScene,4,59,NA,NA,Car Ends,NA,NA
148.588,103,p,4.NeutralScene,4,59,NA,2,Estimated Speed,NA,NA
152.112,103,p,4.NeutralScene,5,44,NA,NA,Car Starts,NA,NA
155.095,103,p,4.NeutralScene,5,44,NA,5,Score (Space Pressed),NA,NA
170.294,103,p,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,precrawler,yellow  
181.081,103,p,5.Narrative2,Tutorial Instructions 2,44,Blanket,Baby Location: (256.0,B Pressed,precrawler,yellow  
192.173,103,p,6.BabyScene,,,Blanket,,Start New Block,precrawler,yellow  
193.624,103,p,6.BabyScene,1,59,Blanket,NA,Car Starts,precrawler,yellow  
196.869,103,p,6.BabyScene,1,59,Blanket,6,Score (Space Pressed),precrawler,yellow  
200.466,103,p,6.BabyScene,1,59,Blanket,NA,Car Ends,precrawler,yellow  
210.846,103,p,6.BabyScene,1,59,Blanket,3,Estimated Speed,precrawler,yellow  
213.195,103,p,6.BabyScene,2,59,Blanket,NA,Car Starts,precrawler,yellow  
215.902,103,p,6.BabyScene,2,59,Blanket,7,Score (Space Pressed),precrawler,yellow  
220.045,103,p,6.BabyScene,2,59,Blanket,NA,Car Ends,precrawler,yellow  
234.685,103,p,6.BabyScene,2,59,Blanket,4,Estimated Speed,precrawler,yellow  
237.649,103,p,6.BabyScene,3,44,Blanket,NA,Car Starts,precrawler,yellow  
240.663,103,p,6.BabyScene,3,44,Blanket,8,Score (Space Pressed),precrawler,yellow  
244.79,103,p,6.BabyScene,3,44,Blanket,NA,Car Ends,precrawler,yellow  
257.921,103,p,6.BabyScene,3,44,Blanket,2,Estimated Speed,precrawler,yellow  
259.588,103,p,6.BabyScene,4,88,Blanket,NA,Car Starts,precrawler,yellow  
261.124,103,p,6.BabyScene,4,88,Blanket,9,Score (Space Pressed),precrawler,yellow  
266.843,103,p,6.BabyScene,4,88,Blanket,NA,Car Ends,precrawler,yellow  
283.042,103,p,6.BabyScene,4,88,Blanket,5,Estimated Speed,precrawler,yellow  
285.005,103,p,6.BabyScene,5,73,Blanket,NA,Car Starts,precrawler,yellow  
286.507,103,p,6.BabyScene,5,73,Blanket,10,Score (Space Pressed),precrawler,yellow  
290.599,103,p,6.BabyScene,5,73,Blanket,NA,Car Ends,precrawler,yellow  
303.199,103,p,6.BabyScene,5,73,Blanket,6,Estimated Speed,precrawler,yellow  
305.672,103,p,6.BabyScene,6,44,Blanket,NA,Car Starts,precrawler,yellow  
309.942,103,p,6.BabyScene,6,44,Blanket,11,Score (Space Pressed),precrawler,yellow  
317.796,103,p,6.BabyScene,6,44,Blanket,NA,Car Ends,precrawler,yellow  
332.326,103,p,6.BabyScene,6,44,Blanket,1,Estimated Speed,precrawler,yellow  
335.518,103,p,6.BabyScene,7,88,Blanket,NA,Car Starts,precrawler,yellow  
338.429,103,p,6.BabyScene,7,88,Blanket,NA,Car Ends,precrawler,yellow  
353.11,103,p,6.BabyScene,7,88,Blanket,4,Estimated Speed,precrawler,yellow  
355.049,103,p,6.BabyScene,8,73,Blanket,NA,Car Starts,precrawler,yellow  
357.416,103,p,6.BabyScene,8,73,Blanket,12,Score (Space Pressed),precrawler,yellow  
361.429,103,p,6.BabyScene,8,73,Blanket,NA,Car Ends,precrawler,yellow  
376.813,103,p,6.BabyScene,8,73,Blanket,5,Estimated Speed,precrawler,yellow  
378.238,103,p,6.BabyScene,9,103,Blanket,NA,Car Starts,precrawler,yellow  
379.336,103,p,6.BabyScene,9,103,Blanket,13,Score (Space Pressed),precrawler,yellow  
383.053,103,p,6.BabyScene,9,103,Blanket,NA,Car Ends,precrawler,yellow  
388.321,103,p,6.BabyScene,9,103,Blanket,6,Estimated Speed,precrawler,yellow  
390.053,103,p,6.BabyScene,10,88,Blanket,NA,Car Starts,precrawler,yellow  
391.927,103,p,6.BabyScene,10,88,Blanket,14,Score (Space Pressed),precrawler,yellow  
395.377,103,p,6.BabyScene,10,88,Blanket,NA,Car Ends,precrawler,yellow  
405.823,103,p,6.BabyScene,10,88,Blanket,5,Estimated Speed,precrawler,yellow  
408.83,103,p,6.BabyScene,11,103,Blanket,NA,Car Starts,precrawler,yellow  
413.353,103,p,6.BabyScene,11,103,Blanket,NA,Car Ends,precrawler,yellow  
420.683,103,p,6.BabyScene,11,103,Blanket,7,Estimated Speed,precrawler,yellow  
423.736,103,p,6.BabyScene,12,103,Blanket,NA,Car Starts,precrawler,yellow  
425.394,103,p,6.BabyScene,12,103,Blanket,NA,Car Ends,precrawler,yellow  
431.299,103,p,6.BabyScene,12,103,Blanket,4,Estimated Speed,precrawler,yellow  
432.763,103,p,6.BabyScene,13,103,Blanket,NA,Car Starts,precrawler,yellow  
433.937,103,p,6.BabyScene,13,103,Blanket,15,Score (Space Pressed),precrawler,yellow  
487.41,103,p,6.BabyScene,,,Blanket,,Start New Block,crawler,white
