timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname
985.961,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
986.091,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
986.36,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
986.492,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
986.765,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
986.898,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
987.158,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
987.29,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
987.54,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
987.806,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
987.924,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
988.199,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
988.323,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
988.597,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
988.706,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
988.973,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
989.236,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
989.475,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
989.596,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
989.856,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
989.989,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
990.256,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
990.39,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
990.39,210,p,6.RobotScene,1,0,Grass,25,Score (Space Pressed)
990.645,210,p,6.RobotScene,1,59,Grass,NA,Car Starts
990.905,210,p,6.RobotScene,1,59,Grass,26,Score (Space Pressed)
991.049,210,p,6.RobotScene,1,59,Grass,26,Score (Space Pressed)
991.307,210,p,6.RobotScene,1,59,Grass,26,Score (Space Pressed)
991.439,210,p,6.RobotScene,1,59,Grass,26,Score (Space Pressed)
991.439,210,p,6.RobotScene,1,59,Grass,26,Score (Space Pressed)
991.972,210,p,6.RobotScene,1,59,Grass,Baby Location: (257.85,B Pressed
992.355,210,p,6.RobotScene,1,59,Grass,26,Score (Space Pressed)
997.385,210,p,6.RobotScene,1,59,Grass,26,Score (Space Pressed)
998.236,210,p,6.RobotScene,1,59,Blanket,4,Estimated Speed
998.486,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
998.603,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
998.723,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
998.972,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
999.452,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
999.569,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
999.702,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
999.942,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1000.071,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1000.336,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1000.469,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1000.719,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1000.852,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1001.102,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1001.238,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1001.37,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1001.64,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1001.903,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1002.035,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1002.168,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1002.437,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1002.557,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1002.83,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1002.952,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1003.212,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1003.336,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1003.61,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1003.743,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1004.01,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1004.134,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1004.402,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1004.535,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1004.801,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1005.051,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1005.318,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1006.233,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1006.482,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1006.617,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1007.01,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1007.649,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1007.912,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1007.912,210,p,6.RobotScene,2,59,Blanket,26,Score (Space Pressed)
1008.166,210,p,6.RobotScene,2,88,Blanket,NA,Car Starts
1008.307,210,p,6.RobotScene,2,88,Blanket,NA,Car Starts
1009.565,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1009.832,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1009.977,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1010.121,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1010.416,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1010.568,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1010.698,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1010.999,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1011.281,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1011.429,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1011.706,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1011.849,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1012.119,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1012.389,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1012.532,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1012.8,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1014.116,210,p,6.RobotScene,2,88,Blanket,27,Score (Space Pressed)
1015.13,210,p,6.RobotScene,2,88,Blanket,4,Estimated Speed
1015.347,210,p,6.RobotScene,3,88,Blanket,27,Score (Space Pressed)
1015.58,210,p,6.RobotScene,3,88,Blanket,27,Score (Space Pressed)
1015.797,210,p,6.RobotScene,3,88,Blanket,27,Score (Space Pressed)
1016.039,210,p,6.RobotScene,3,88,Blanket,27,Score (Space Pressed)
1016.263,210,p,6.RobotScene,3,88,Blanket,27,Score (Space Pressed)
1016.513,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1016.746,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1016.982,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1016.982,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1017.229,210,p,6.RobotScene,3,88,Grass,NA,Baby Crossed Blanket
1017.348,210,p,6.RobotScene,3,88,Grass,NA,Baby Crossed Blanket
1017.6,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1017.846,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1017.963,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1018.215,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1018.347,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1018.581,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1018.962,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1019.196,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1019.463,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1019.58,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1019.847,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1020.096,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1020.363,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1020.496,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1020.757,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1021.026,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1021.146,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1021.409,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1021.539,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1021.796,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1021.929,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1022.186,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1022.428,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1022.565,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1022.814,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1023.061,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1023.182,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1023.43,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1023.677,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1023.796,210,p,6.RobotScene,3,88,Grass,27,Score (Space Pressed)
1024.069,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1024.311,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1024.566,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1024.695,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1024.695,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1024.951,210,p,6.RobotScene,3,88,Road,NA,Baby Crossed Road
1025.193,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1025.454,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1025.563,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1025.812,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1026.06,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1026.318,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1026.444,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1026.694,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1026.954,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1026.954,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1027.193,210,p,6.RobotScene,3,88,Road,Baby Location: (253.50,B Pressed
1027.826,210,p,6.RobotScene,3,88,Road,Baby Location: (253.48,B Pressed
1028.059,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1028.292,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1028.526,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1029.231,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1029.325,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1029.448,210,p,6.RobotScene,3,88,Road,27,Score (Space Pressed)
1029.56,210,p,6.RobotScene,3,73,Road,NA,Car Starts
1029.793,210,p,6.RobotScene,3,73,Road,28,Score (Space Pressed)
1029.911,210,p,6.RobotScene,3,73,Road,28,Score (Space Pressed)
1035.956,210,p,6.RobotScene,3,73,Blanket,28,Score (Space Pressed)
1038.056,210,p,6.RobotScene,3,73,Blanket,5,Estimated Speed
1038.172,210,p,6.RobotScene,3,73,Blanket,5,Estimated Speed
1038.305,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1038.547,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1038.681,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1038.941,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1039.056,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1039.189,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1039.441,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1039.698,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1039.955,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1040.073,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1040.341,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1040.595,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1040.724,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1040.99,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1041.238,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1041.505,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1043.14,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1043.387,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1043.637,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1043.755,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1044.023,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1044.272,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1044.52,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1044.887,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1045.154,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1045.28,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1045.549,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1045.66,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1045.921,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1046.17,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1046.536,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1046.653,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1046.92,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1047.203,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1047.504,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1047.654,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1047.802,210,p,6.RobotScene,4,73,Blanket,28,Score (Space Pressed)
1048.114,210,p,6.RobotScene,4,59,Blanket,29,Score (Space Pressed)
1048.254,210,p,6.RobotScene,4,59,Blanket,29,Score (Space Pressed)
1049.736,210,p,6.RobotScene,4,59,Blanket,29,Score (Space Pressed)
1054.917,210,p,6.RobotScene,4,59,Grass,29,Score (Space Pressed)
1056.07,210,p,6.RobotScene,4,59,Grass,NA,Baby Crossed Blanket
1058.832,210,p,6.RobotScene,4,59,Grass,4,Estimated Speed
1059.065,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1059.199,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1059.315,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1059.567,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1059.683,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1059.949,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1060.066,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1060.317,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1060.455,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1060.711,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1060.965,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1061.099,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1061.215,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1061.483,210,p,6.RobotScene,5,59,Grass,29,Score (Space Pressed)
1061.849,210,p,6.RobotScene,5,59,Road,Baby Location: (260.04,B Pressed
1061.972,210,p,6.RobotScene,5,59,Road,Baby Location: (260.04,B Pressed
1062.235,210,p,6.RobotScene,5,59,Road,29,Score (Space Pressed)
1062.365,210,p,6.RobotScene,5,59,Road,29,Score (Space Pressed)
1062.365,210,p,6.RobotScene,5,59,Road,29,Score (Space Pressed)
1062.481,210,p,6.RobotScene,5,59,Road,29,Score (Space Pressed)
1062.743,210,p,6.RobotScene,5,88,Road,30,Score (Space Pressed)
1062.833,210,p,6.RobotScene,5,88,Road,30,Score (Space Pressed)
1063.082,210,p,6.RobotScene,5,88,Road,30,Score (Space Pressed)
1065.902,210,p,6.RobotScene,5,88,Road,30,Score (Space Pressed)
1067.812,210,p,6.RobotScene,5,88,Road,NA,Baby Crossed Road
1076.836,210,p,6.RobotScene,5,88,Blanket,4,Estimated Speed
1077.077,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1077.213,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1077.343,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1077.595,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1077.71,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1077.842,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1077.984,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1077.984,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1078.112,210,p,6.RobotScene,6,88,Blanket,30,Score (Space Pressed)
1078.368,210,p,6.RobotScene,6,44,Blanket,31,Score (Space Pressed)
1078.493,210,p,6.RobotScene,6,44,Blanket,31,Score (Space Pressed)
1078.625,210,p,6.RobotScene,6,44,Blanket,31,Score (Space Pressed)
1082.038,210,p,6.RobotScene,6,44,Blanket,31,Score (Space Pressed)
1082.392,210,p,6.RobotScene,6,44,Blanket,31,Score (Space Pressed)
1084.44,210,p,6.RobotScene,6,44,Grass,31,Score (Space Pressed)
1087.706,210,p,6.RobotScene,6,44,Grass,NA,Baby Crossed Blanket
1088.988,210,p,6.RobotScene,6,44,Grass,3,Estimated Speed
1089.222,210,p,6.RobotScene,7,44,Grass,31,Score (Space Pressed)
1089.341,210,p,6.RobotScene,7,44,Grass,31,Score (Space Pressed)
1089.59,210,p,6.RobotScene,7,44,Grass,31,Score (Space Pressed)
1089.821,210,p,6.RobotScene,7,44,Grass,31,Score (Space Pressed)
1089.944,210,p,6.RobotScene,7,44,Grass,31,Score (Space Pressed)
1090.173,210,p,6.RobotScene,7,44,Grass,31,Score (Space Pressed)
1090.54,210,p,6.RobotScene,7,44,Road,Baby Location: (258.73,B Pressed
1090.671,210,p,6.RobotScene,7,44,Road,Baby Location: (258.73,B Pressed
1090.923,210,p,6.RobotScene,7,44,Road,Baby Location: (258.75,B Pressed
1091.039,210,p,6.RobotScene,7,44,Road,Baby Location: (258.75,B Pressed
1091.276,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1091.397,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1091.623,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1091.751,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1091.974,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1092.073,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1092.307,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1092.537,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1092.755,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1092.987,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1093.322,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1093.422,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1093.537,210,p,6.RobotScene,7,44,Road,31,Score (Space Pressed)
1093.752,210,p,6.RobotScene,7,103,Road,32,Score (Space Pressed)
1093.974,210,p,6.RobotScene,7,103,Road,32,Score (Space Pressed)
1094.171,210,p,6.RobotScene,7,103,Road,32,Score (Space Pressed)
1094.289,210,p,6.RobotScene,7,103,Road,32,Score (Space Pressed)
1098.335,210,p,6.RobotScene,7,103,Blanket,NA,Baby Crossed Road
1100.484,210,p,6.RobotScene,7,103,Blanket,4,Estimated Speed
1100.752,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1100.871,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1101.135,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1101.384,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1101.634,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1101.769,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1102.02,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1102.405,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1102.525,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1102.789,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1102.914,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1103.169,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1103.417,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1103.552,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1103.802,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1104.054,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1104.317,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1104.572,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1104.816,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1105.066,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1105.321,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1105.585,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1105.844,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1105.969,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1106.226,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1106.612,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1106.849,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1107.109,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1107.358,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1107.484,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1107.619,210,p,6.RobotScene,8,103,Blanket,32,Score (Space Pressed)
1107.753,210,p,6.RobotScene,8,103,Blanket,NA,Car Starts
1108.069,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1108.55,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1108.868,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1109.313,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1109.552,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1110.266,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1110.589,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1110.883,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1110.883,210,p,6.RobotScene,8,103,Blanket,33,Score (Space Pressed)
1112.797,210,p,6.RobotScene,8,103,Blanket,Baby Location: (255.70,B Pressed
1119.14,210,p,6.RobotScene,8,103,Blanket,4,Estimated Speed
1119.363,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1119.486,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1119.612,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1119.849,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1119.963,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1120.197,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1120.435,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1120.662,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1120.796,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1121.139,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1121.379,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1121.495,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1121.616,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1121.745,210,p,6.RobotScene,9,103,Blanket,33,Score (Space Pressed)
1121.864,210,p,6.RobotScene,9,73,Blanket,NA,Car Starts
1122.114,210,p,6.RobotScene,9,73,Blanket,34,Score (Space Pressed)
1122.229,210,p,6.RobotScene,9,73,Blanket,34,Score (Space Pressed)
1128.11,210,p,6.RobotScene,9,73,Grass,34,Score (Space Pressed)
1128.199,210,p,6.RobotScene,9,73,Grass,34,Score (Space Pressed)
1130.438,210,p,6.RobotScene,9,73,Grass,5,Estimated Speed
1130.559,210,p,6.RobotScene,9,73,Grass,5,Estimated Speed
1130.792,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1131.024,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1131.246,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1131.361,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1131.609,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1131.725,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1131.96,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1132.192,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1132.192,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1132.45,210,p,6.RobotScene,10,73,Grass,Baby Location: (257.84,B Pressed
1132.679,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1132.679,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1132.908,210,p,6.RobotScene,10,73,Grass,Baby Location: (257.84,B Pressed
1133.143,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1133.374,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1133.59,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1133.79,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1133.908,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
1134.108,210,p,6.RobotScene,10,73,Grass,34,Score (Space Pressed)
