timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname
3481.067,234,p,6.DogScene,5,88,Road,NA,Car Starts
3486.938,234,p,6.DogScene,5,88,Road,20,Score (Space Pressed)
3489.614,234,p,6.DogScene,5,88,Road,6,Estimated Speed
3490.198,234,p,6.DogScene,5,88,Road,NA,Baby Crossed Road
3490.198,234,p,6.DogScene,5,88,Road,NA,Baby Crossed Road
3496.372,234,p,6.DogScene,6,88,Road,NA,Baby Crossed Road
3500.343,234,p,6.DogScene,6,73,Blanket,NA,Car Starts
3500.593,234,p,6.DogScene,6,73,Blanket,NA,Baby Crossed Blanket
3507.075,234,p,6.DogScene,6,73,Blanket,NA,Baby Crossed Blanket
3518.058,234,p,6.DogScene,6,73,Road,4,Estimated Speed
3518.188,234,p,6.DogScene,6,73,Road,4,Estimated Speed
3519.054,234,p,6.DogScene,7,88,Grass,NA,Car Starts
3519.67,234,p,6.DogScene,7,88,Grass,NA,Baby Crossed Blanket
3522.02,234,p,6.DogScene,7,88,Grass,21,Score (Space Pressed)
3522.237,234,p,6.DogScene,7,88,Blanket,NA,Baby Crossed Blanket
3526.669,234,p,6.DogScene,7,88,Blanket,NA,Baby Crossed Blanket
3531.967,234,p,6.DogScene,7,88,Road,5,Estimated Speed
3533.032,234,p,6.DogScene,7,88,Grass,NA,Baby Crossed Blanket
3537.531,234,p,6.DogScene,7,88,Grass,NA,Baby Crossed Blanket
3539.28,234,p,6.DogScene,8,44,Grass,NA,Car Starts
3539.864,234,p,6.DogScene,8,44,Road,NA,Baby Crossed Road
3540.097,234,p,6.DogScene,8,44,Road,22,Score (Space Pressed)
3540.215,234,p,6.DogScene,8,44,Road,22,Score (Space Pressed)
3549.011,234,p,6.DogScene,8,44,Grass,NA,Baby Crossed Road
3549.543,234,p,6.DogScene,8,44,Grass,3,Estimated Speed
3549.76,234,p,6.DogScene,8,44,Grass,NA,Baby Crossed Blanket
3555.476,234,p,6.DogScene,8,44,Blanket,NA,Baby Crossed Blanket
3557.908,234,p,6.DogScene,9,73,Blanket,NA,Car Starts
3562.873,234,p,6.DogScene,9,73,Road,23,Score (Space Pressed)
3563.306,234,p,6.DogScene,9,73,Road,4,Estimated Speed
3564.189,234,p,6.DogScene,9,73,Grass,NA,Baby Crossed Blanket
3570.122,234,p,6.DogScene,9,73,Grass,NA,Baby Crossed Blanket
3576.304,234,p,6.DogScene,10,73,Blanket,Baby Location: (251.44,B Pressed
3576.551,234,p,6.DogScene,10,73,Blanket,NA,Baby Crossed Blanket
3577.521,234,p,6.DogScene,10,73,Blanket,NA,Baby Crossed Blanket
3582.683,234,p,6.DogScene,10,103,Blanket,NA,Car Starts
3594.096,234,p,6.DogScene,10,103,Road,4,Estimated Speed
3595.062,234,p,6.DogScene,10,103,Grass,NA,Baby Crossed Blanket
3598.301,234,p,6.DogScene,10,103,Grass,NA,Baby Crossed Blanket
3599.678,234,p,6.DogScene,11,103,Grass,NA,Car Starts
3599.91,234,p,6.DogScene,11,103,Grass,24,Score (Space Pressed)
3604.428,234,p,6.DogScene,11,103,Grass,Baby Location: (254.85,B Pressed
3608.374,234,p,6.DogScene,11,103,Blanket,6,Estimated Speed
3608.641,234,p,6.DogScene,11,103,Blanket,NA,Baby Crossed Blanket
3611.606,234,p,6.DogScene,11,103,Blanket,NA,Baby Crossed Blanket
3613.936,234,p,6.DogScene,12,73,Blanket,NA,Car Starts
3625.102,234,p,5.RobotNarrative,Robot Tutorial Instructions,,Grass,,Start New Block
3632.984,234,p,5.RobotNarrative,Robot Tutorial Instructions,44,Road,NA,Baby Crossed Blanket
3638.686,234,p,5.RobotNarrative,Robot Tutorial Instructions,44,Road,NA,Baby Crossed Road
3647.011,234,p,5.RobotNarrative,Robot Tutorial Instructions,44,Grass,NA,Baby Crossed Road
3670.487,234,p,6.RobotScene,,,Grass,,Start New Block
3678.279,234,p,6.RobotScene,,0,Road,NA,Baby Crossed Blanket
3678.813,234,p,6.RobotScene,,0,Grass,NA,Baby Crossed Road
3680.534,234,p,6.RobotScene,1,88,Road,NA,Car Starts
3680.667,234,p,6.RobotScene,1,88,Road,NA,Car Starts
3685.748,234,p,6.RobotScene,1,88,Road,Baby Location: (255.06,B Pressed
3700.093,234,p,6.RobotScene,1,88,Blanket,5,Estimated Speed
3702.076,234,p,6.RobotScene,2,73,Blanket,NA,Car Starts
3705.098,234,p,6.RobotScene,2,73,Blanket,27,Score (Space Pressed)
3706.675,234,p,6.RobotScene,2,73,Grass,NA,Baby Crossed Blanket
3713.472,234,p,6.RobotScene,2,73,Road,4,Estimated Speed
3715.79,234,p,6.RobotScene,2,73,Road,NA,Baby Crossed Road
3723.236,234,p,6.RobotScene,3,73,Grass,Baby Location: (257.25,B Pressed
3725.034,234,p,6.RobotScene,3,88,Blanket,NA,Car Starts
3732.516,234,p,6.RobotScene,3,88,Blanket,28,Score (Space Pressed)
3741.612,234,p,6.RobotScene,3,88,Blanket,5,Estimated Speed
3744.078,234,p,6.RobotScene,4,59,Blanket,NA,Car Starts
3744.347,234,p,6.RobotScene,4,59,Blanket,Baby Location: (252.80,B Pressed
3750.542,234,p,6.RobotScene,4,59,Blanket,29,Score (Space Pressed)
3763.675,234,p,6.RobotScene,4,59,Grass,3,Estimated Speed
3765.277,234,p,6.RobotScene,4,59,Grass,NA,Baby Crossed Blanket
3766.875,234,p,6.RobotScene,5,103,Grass,NA,Car Starts
3772.752,234,p,6.RobotScene,5,103,Road,30,Score (Space Pressed)
3774.435,234,p,6.RobotScene,5,103,Road,NA,Baby Crossed Road
3775.268,234,p,6.RobotScene,5,103,Road,5,Estimated Speed
3788.431,234,p,6.RobotScene,6,103,Blanket,Baby Location: (252.63,B Pressed
3789.93,234,p,6.RobotScene,6,103,Blanket,NA,Car Starts
3794.728,234,p,6.RobotScene,6,103,Blanket,31,Score (Space Pressed)
3805.041,234,p,6.RobotScene,6,103,Grass,6,Estimated Speed
3806.394,234,p,6.RobotScene,6,103,Grass,NA,Baby Crossed Blanket
3808.257,234,p,6.RobotScene,7,73,Grass,NA,Car Starts
3813.088,234,p,6.RobotScene,7,73,Grass,32,Score (Space Pressed)
3814.171,234,p,6.RobotScene,7,73,Grass,4,Estimated Speed
3817.688,234,p,6.RobotScene,7,73,Road,NA,Baby Crossed Road
3822.219,234,p,6.RobotScene,8,73,Road,Baby Location: (256.88,B Pressed
3824.401,234,p,6.RobotScene,8,59,Grass,NA,Car Starts
3829.266,234,p,6.RobotScene,8,59,Blanket,33,Score (Space Pressed)
3842.915,234,p,6.RobotScene,8,59,Grass,4,Estimated Speed
3845.713,234,p,6.RobotScene,8,59,Grass,NA,Baby Crossed Blanket
3848.326,234,p,6.RobotScene,9,44,Grass,NA,Car Starts
3850.443,234,p,6.RobotScene,9,44,Road,34,Score (Space Pressed)
3851.842,234,p,6.RobotScene,9,44,Road,NA,Baby Crossed Road
3858.906,234,p,6.RobotScene,9,44,Grass,Baby Location: (258.92,B Pressed
3873.401,234,p,6.RobotScene,9,44,Blanket,2,Estimated Speed
3876.535,234,p,6.RobotScene,10,44,Blanket,NA,Car Starts
3881.466,234,p,6.RobotScene,10,44,Blanket,35,Score (Space Pressed)
2568.122,235,p,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block
2588.749,235,p,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
2608.392,235,p,4.NeutralScene,,,NA,,Start New Block
2609.795,235,p,4.NeutralScene,1,103,NA,NA,Car Starts
2611.608,235,p,4.NeutralScene,1,103,NA,1,Score (Space Pressed)
2618.239,235,p,4.NeutralScene,1,103,NA,NA,Car Ends
2628.602,235,p,4.NeutralScene,1,103,NA,5,Estimated Speed
2630.019,235,p,4.NeutralScene,2,73,NA,NA,Car Starts
2632.884,235,p,4.NeutralScene,2,73,NA,2,Score (Space Pressed)
2639.598,235,p,4.NeutralScene,2,73,NA,NA,Car Ends
2646.962,235,p,4.NeutralScene,2,73,NA,3,Estimated Speed
2649.167,235,p,4.NeutralScene,3,44,NA,NA,Car Starts
2653.894,235,p,4.NeutralScene,3,44,NA,3,Score (Space Pressed)
2660.608,235,p,4.NeutralScene,3,44,NA,NA,Car Ends
2670.376,235,p,4.NeutralScene,3,44,NA,2,Estimated Speed
2672.263,235,p,4.NeutralScene,4,59,NA,NA,Car Starts
2675.436,235,p,4.NeutralScene,4,59,NA,4,Score (Space Pressed)
2679.821,235,p,4.NeutralScene,4,59,NA,NA,Car Ends
2689.815,235,p,4.NeutralScene,4,59,NA,2,Estimated Speed
2691.104,235,p,4.NeutralScene,5,103,NA,NA,Car Starts
2692.897,235,p,4.NeutralScene,5,103,NA,5,Score (Space Pressed)
2704.76,235,p,5.DogNarrative,Dog Tutorial Instructions,,Road,,Start New Block
2704.876,235,p,5.DogNarrative,Dog Tutorial Instructions,,Road,,Start New Block
2712.257,235,p,5.DogNarrative,Dog Tutorial Instructions,44,Grass,NA,Baby Crossed Blanket
2712.823,235,p,5.DogNarrative,Dog Tutorial Instructions,44,Road,NA,Baby Crossed Road
2722.72,235,p,5.DogNarrative,Dog Tutorial Instructions,44,Blanket,Baby Location: (257.01,B Pressed
2735.482,235,p,6.DogScene,,,Blanket,,Start New Block
2739.198,235,p,6.DogScene,1,0,Blanket,Baby Location: (254.02,B Pressed
2750.761,235,p,6.DogScene,1,44,Road,NA,Car Starts
2754.459,235,p,6.DogScene,1,44,Road,7,Estimated Speed
2755.632,235,p,6.DogScene,1,44,Grass,NA,Baby Crossed Blanket
2756.76,235,p,6.DogScene,1,44,Grass,NA,Baby Crossed Blanket
2759.041,235,p,6.DogScene,2,44,Grass,Baby Location: (253.42,B Pressed
2761.49,235,p,6.DogScene,2,59,Grass,NA,Car Starts
2761.74,235,p,6.DogScene,2,59,Blanket,NA,Baby Crossed Blanket
2769.105,235,p,6.DogScene,2,59,Blanket,NA,Baby Crossed Blanket
2776.185,235,p,6.DogScene,2,59,Blanket,4,Estimated Speed
2777.068,235,p,6.DogScene,2,59,Grass,NA,Baby Crossed Blanket
2778.069,235,p,6.DogScene,2,59,Grass,NA,Baby Crossed Blanket
2778.867,235,p,6.DogScene,3,73,Road,NA,Car Starts
2779.451,235,p,6.DogScene,3,73,Blanket,NA,Baby Crossed Blanket
2792.33,235,p,6.DogScene,3,73,Blanket,Baby Location: (250.92,B Pressed
2803.226,235,p,6.DogScene,3,73,Road,6,Estimated Speed
2804.559,235,p,6.DogScene,3,73,Road,NA,Baby Crossed Blanket
2806.158,235,p,6.DogScene,3,73,Grass,NA,Baby Crossed Blanket
2807.775,235,p,6.DogScene,4,88,Grass,NA,Car Starts
2809.66,235,p,6.DogScene,4,88,Road,6,Score (Space Pressed)
2814.272,235,p,6.DogScene,4,88,Road,Baby Location: (255.88,B Pressed
2817.355,235,p,6.DogScene,4,88,Blanket,3,Estimated Speed
2817.671,235,p,6.DogScene,4,88,Blanket,NA,Baby Crossed Blanket
2827.054,235,p,6.DogScene,4,88,Blanket,NA,Baby Crossed Blanket
2829.486,235,p,6.DogScene,5,44,Grass,NA,Car Starts
2831.7,235,p,6.DogScene,5,44,Grass,7,Score (Space Pressed)
2832.608,235,p,6.DogScene,5,44,Grass,NA,Baby Crossed Blanket
2832.608,235,p,6.DogScene,5,44,Grass,NA,Baby Crossed Blanket
2838.514,235,p,6.DogScene,5,44,Blanket,NA,Baby Crossed Blanket
2852.597,235,p,6.DogScene,5,44,Road,2,Estimated Speed
2853.843,235,p,6.DogScene,6,103,Road,NA,Car Starts
2858.057,235,p,6.DogScene,6,103,Road,8,Score (Space Pressed)
2858.924,235,p,6.DogScene,6,103,Road,NA,Baby Crossed Blanket
2859.674,235,p,6.DogScene,6,103,Grass,NA,Baby Crossed Blanket
2860.298,235,p,6.DogScene,6,103,Grass,6,Estimated Speed
2867.671,235,p,6.DogScene,7,103,Grass,Baby Location: (251.30,B Pressed
2872.822,235,p,6.DogScene,7,103,Blanket,NA,Baby Crossed Blanket
2876.118,235,p,6.DogScene,7,44,Blanket,NA,Car Starts
2883.118,235,p,6.DogScene,7,44,Road,9,Score (Space Pressed)
2883.349,235,p,6.DogScene,7,44,Road,NA,Baby Crossed Blanket
2884.15,235,p,6.DogScene,7,44,Grass,1,Estimated Speed
2884.282,235,p,6.DogScene,7,44,Grass,1,Estimated Speed
2889.497,235,p,6.DogScene,8,44,Blanket,Baby Location: (254.23,B Pressed
2897.528,235,p,6.DogScene,8,44,Blanket,NA,Baby Crossed Blanket
2899.597,235,p,6.DogScene,8,73,Blanket,NA,Car Starts
2903.676,235,p,6.DogScene,8,73,Blanket,10,Score (Space Pressed)
2904.627,235,p,6.DogScene,8,73,Grass,NA,Baby Crossed Blanket
2906.425,235,p,6.DogScene,8,73,Grass,NA,Baby Crossed Blanket
2907.024,235,p,6.DogScene,8,73,Grass,5,Estimated Speed
2909.94,235,p,6.DogScene,9,73,Grass,Baby Location: (255.60,B Pressed
2915.604,235,p,6.DogScene,9,73,Blanket,Baby Location: (255.62,B Pressed
2915.904,235,p,6.DogScene,9,73,Blanket,NA,Baby Crossed Blanket
2918.005,235,p,6.DogScene,9,73,Blanket,NA,Baby Crossed Blanket
2919.937,235,p,6.DogScene,9,73,Blanket,NA,Car Starts
2924.427,235,p,6.DogScene,9,73,Blanket,11,Score (Space Pressed)
2930.176,235,p,6.DogScene,9,73,Road,5,Estimated Speed
2931.183,235,p,6.DogScene,9,73,Grass,NA,Baby Crossed Blanket
2931.183,235,p,6.DogScene,9,73,Grass,NA,Baby Crossed Blanket
2932.636,235,p,6.DogScene,10,88,Grass,NA,Car Starts
2933.417,235,p,6.DogScene,10,88,Grass,12,Score (Space Pressed)
2937.098,235,p,6.DogScene,10,88,Grass,Baby Location: (256.06,B Pressed
2937.366,235,p,6.DogScene,10,88,Blanket,NA,Baby Crossed Blanket
2937.937,235,p,6.DogScene,10,88,Blanket,NA,Baby Crossed Blanket
2948.461,235,p,6.DogScene,10,88,Blanket,5,Estimated Speed
2949.844,235,p,6.DogScene,11,59,Road,NA,Car Starts
2950.627,235,p,6.DogScene,11,59,Road,13,Score (Space Pressed)
2950.944,235,p,6.DogScene,11,59,Road,NA,Baby Crossed Blanket
2957.324,235,p,6.DogScene,11,59,Blanket,Baby Location: (251.38,B Pressed
2963.455,235,p,6.DogScene,11,59,Blanket,4,Estimated Speed
2965.472,235,p,6.DogScene,12,59,Road,NA,Car Starts
2967.554,235,p,6.DogScene,12,59,Road,14,Score (Space Pressed)
2972.487,235,p,6.DogScene,12,59,Road,Baby Location: (254.50,B Pressed
2985.615,235,p,6.DogScene,12,59,Blanket,2,Estimated Speed
2986.781,235,p,6.DogScene,13,103,Road,NA,Car Starts
2989.781,235,p,6.DogScene,13,103,Road,15,Score (Space Pressed)
2990.846,235,p,6.DogScene,13,103,Grass,NA,Baby Crossed Blanket
2992.778,235,p,5.RobotNarrative,Robot Tutorial Instructions,,Blanket,,Start New Block
3017.721,235,p,6.RobotScene,,,Blanket,,Start New Block
3019.503,235,p,6.RobotScene,,0,Grass,NA,Baby Crossed Blanket
3021.969,235,p,6.RobotScene,1,59,Grass,NA,Car Starts
3022.382,235,p,6.RobotScene,1,59,Grass,16,Score (Space Pressed)
3028.4,235,p,6.RobotScene,1,59,Blanket,Baby Location: (255.37,B Pressed
3035.065,235,p,6.RobotScene,1,59,Blanket,3,Estimated Speed
3037.204,235,p,6.RobotScene,2,88,Blanket,NA,Car Starts
3042.656,235,p,6.RobotScene,2,88,Blanket,17,Score (Space Pressed)
3043.029,235,p,6.RobotScene,2,88,Blanket,4,Estimated Speed
3043.546,235,p,6.RobotScene,2,88,Grass,NA,Baby Crossed Blanket
3057.176,235,p,6.RobotScene,3,88,Blanket,Baby Location: (259.08,B Pressed
3059.006,235,p,6.RobotScene,3,59,Blanket,NA,Car Starts
3060.323,235,p,6.RobotScene,3,59,Blanket,18,Score (Space Pressed)
3065.188,235,p,6.RobotScene,3,59,Blanket,Baby Location: (256.64,B Pressed
3077.417,235,p,6.RobotScene,3,59,Blanket,3,Estimated Speed
3078.983,235,p,6.RobotScene,4,59,Grass,Baby Location: (255.18,B Pressed
3080.116,235,p,6.RobotScene,4,44,Grass,NA,Car Starts
3081.016,235,p,6.RobotScene,4,44,Grass,NA,Baby Crossed Blanket
3089.763,235,p,6.RobotScene,4,44,Blanket,19,Score (Space Pressed)
3095.498,235,p,6.RobotScene,4,44,Blanket,2,Estimated Speed
3104.508,235,p,6.RobotScene,5,44,Blanket,Baby Location: (255.71,B Pressed
3105.912,235,p,6.RobotScene,5,103,Blanket,NA,Car Starts
3111.505,235,p,6.RobotScene,5,103,Blanket,20,Score (Space Pressed)
3112.089,235,p,6.RobotScene,5,103,Blanket,7,Estimated Speed
3117.296,235,p,6.RobotScene,6,103,Blanket,Baby Location: (256.24,B Pressed
3120.073,235,p,6.RobotScene,6,44,Blanket,NA,Car Starts
3124.691,235,p,6.RobotScene,6,44,Blanket,21,Score (Space Pressed)
3129.133,235,p,6.RobotScene,6,44,Blanket,Baby Location: (256.94,B Pressed
3140.833,235,p,6.RobotScene,6,44,Blanket,1,Estimated Speed
3142.234,235,p,6.RobotScene,7,73,Blanket,NA,Car Starts
3142.646,235,p,6.RobotScene,7,73,Grass,Baby Location: (255.86,B Pressed
3144.934,235,p,6.RobotScene,7,73,Grass,22,Score (Space Pressed)
3148.776,235,p,6.RobotScene,7,73,Grass,NA,Baby Crossed Blanket
3161.302,235,p,6.RobotScene,7,73,Blanket,6,Estimated Speed
3161.56,235,p,6.RobotScene,8,73,Blanket,Baby Location: (255.66,B Pressed
3162.988,235,p,6.RobotScene,8,103,Blanket,NA,Car Starts
3170.902,235,p,6.RobotScene,8,103,Blanket,23,Score (Space Pressed)
3176.671,235,p,6.RobotScene,8,103,Blanket,6,Estimated Speed
3184.647,235,p,6.RobotScene,9,103,Blanket,Baby Location: (257.01,B Pressed
3186.207,235,p,6.RobotScene,9,73,Blanket,NA,Car Starts
3193.304,235,p,6.RobotScene,9,73,Blanket,24,Score (Space Pressed)
3194.294,235,p,6.RobotScene,9,73,Blanket,Baby Location: (256.19,B Pressed
3199.359,235,p,6.RobotScene,9,73,Blanket,6,Estimated Speed
3202.942,235,p,6.RobotScene,10,88,Blanket,NA,Car Starts
3205.007,235,p,6.RobotScene,10,88,Blanket,Baby Location: (257.31,B Pressed
3211.872,235,p,6.RobotScene,10,88,Blanket,Baby Location: (257.10,B Pressed
3212.388,235,p,6.RobotScene,10,88,Blanket,5,Estimated Speed
3214.871,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3218.444,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.56,B Pressed
3222.286,235,p,6.RobotScene,11,88,Blanket,Baby Location: (255.50,B Pressed
3222.703,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3224.172,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3224.5,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.81,B Pressed
3229.204,235,p,6.RobotScene,11,88,Blanket,NA,Car Starts
3231.698,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.01,B Pressed
3232.332,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3233.289,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3234.099,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3235.897,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.65,B Pressed
3238.736,235,p,6.RobotScene,11,88,Blanket,Baby Location: (255.52,B Pressed
3244.894,235,p,6.RobotScene,11,88,Blanket,Baby Location: (255.92,B Pressed
3248.861,235,p,6.RobotScene,11,88,Blanket,Baby Location: (258.11,B Pressed
3251.558,235,p,6.RobotScene,11,88,Blanket,Baby Location: (255.55,B Pressed
3252.708,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3255.14,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3261.411,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.96,B Pressed
3262.91,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.02,B Pressed
3263.28,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3264.214,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3269.998,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.25,B Pressed
3271.107,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.86,B Pressed
3271.935,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3272.118,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3274.017,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3282.611,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.65,B Pressed
3283.369,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3285.385,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.98,B Pressed
3290.212,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.71,B Pressed
3293.411,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3301.591,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.88,B Pressed
3306.773,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3309.025,235,p,6.RobotScene,11,88,Blanket,Baby Location: (258.22,B Pressed
3312.858,235,p,6.RobotScene,11,88,Blanket,NA,Baby Crossed Blanket
3318.886,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.08,B Pressed
3327.583,235,p,6.RobotScene,11,88,Blanket,Baby Location: (255.73,B Pressed
3328.849,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3331.148,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.87,B Pressed
3333.647,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.84,B Pressed
3336.347,235,p,6.RobotScene,11,88,Blanket,Baby Location: (255.94,B Pressed
3337.119,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3338.062,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.31,B Pressed
3338.363,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.13,B Pressed
3358.602,235,p,6.RobotScene,11,88,Grass,Baby Location: (257.08,B Pressed
3372.567,235,p,6.RobotScene,11,88,Blanket,Baby Location: (253.96,B Pressed
3380.066,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.19,B Pressed
3387.791,235,p,6.RobotScene,11,88,Blanket,Baby Location: (256.82,B Pressed
3393.077,235,p,6.RobotScene,11,88,Blanket,Baby Location: (257.17,B Pressed
3393.621,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3393.737,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3393.956,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3394.183,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3394.512,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3394.726,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3394.839,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3395.277,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3395.376,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3395.605,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3395.72,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3395.943,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3396.162,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3396.478,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3396.693,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3396.909,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3397.034,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3397.257,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3397.481,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3397.592,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3397.816,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3398.992,235,p,6.RobotScene,11,88,Blanket,24,Score (Space Pressed)
3399.492,235,p,6.RobotScene,11,88,Blanket,4,Estimated Speed
3399.827,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3400.108,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3400.294,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3400.494,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3400.597,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3400.801,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3400.996,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3401.299,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3401.401,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3401.809,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3402.001,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3402.191,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3402.402,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3402.591,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3402.805,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3402.892,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3403.101,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3403.291,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3403.6,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3403.795,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3404.104,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3404.408,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3404.707,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3405.45,235,p,6.RobotScene,12,88,Blanket,24,Score (Space Pressed)
3406.558,235,p,6.RobotScene,12,88,Grass,24,Score (Space Pressed)
3411.954,235,p,6.RobotScene,12,88,Grass,NA,Baby Crossed Blanket
3412.34,235,p,6.RobotScene,12,88,Grass,NA,Car Starts
3418.418,235,p,6.RobotScene,12,88,Grass,Baby Location: (253.86,B Pressed
3427.932,235,p,6.RobotScene,12,88,Blanket,4,Estimated Speed
3429.215,235,p,6.RobotScene,13,88,Blanket,Baby Location: (257.31,B Pressed
3431.297,235,p,6.RobotScene,13,88,Blanket,Baby Location: (257.46,B Pressed
3431.797,235,p,6.RobotScene,13,88,Blanket,NA,Car Starts
3445.343,235,p,5.BabyNarrative,Baby Tutorial Instructions,,Blanket,,Start New Block
3446.926,235,p,5.BabyNarrative,Baby Tutorial Instructions,44,Grass,NA,Baby Crossed Blanket
3449.475,235,p,5.BabyNarrative,Baby Tutorial Instructions,44,Grass,NA,Baby Crossed Blanket
3468.604,235,p,6.BabyScene,,,Blanket,,Start New Block
3470.833,235,p,6.BabyScene,1,0,Blanket,Baby Location: (254.08,B Pressed
3472.969,235,p,6.BabyScene,1,44,Blanket,NA,Car Starts
3476.217,235,p,6.BabyScene,1,44,Blanket,26,Score (Space Pressed)
3479.848,235,p,6.BabyScene,1,44,Blanket,NA,Car Ends
3487.012,235,p,6.BabyScene,1,44,Blanket,3,Estimated Speed
