rowid,time,timenow,id,subcondition,block,trial,carspeed,babylocation,givenevent,response
19764,2/18/2021 23:40,61.688,42,n,2.Registration,NA,NA,NA,Start New Block,NA
19765,2/18/2021 23:41,88.632,42,n,3.Narrative1,Tutorial Instructions 1,,NA,Start New Block,
19766,2/18/2021 23:41,113.813,42,n,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
19767,2/18/2021 23:41,120.294,42,n,3.Narrative1,Tutorial Instructions 1,44,NA,Estimated Speed,4
19768,2/18/2021 23:41,125.967,42,n,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
19769,2/18/2021 23:42,127.215,42,n,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
19770,2/18/2021 23:42,144.248,42,n,4.NeutralScene,1,88,NA,Car Starts,NA
19771,2/18/2021 23:42,147.53,42,n,4.NeutralScene,1,88,NA,Car Ends,NA
19772,2/18/2021 23:42,151.429,42,n,4.NeutralScene,1,88,NA,Score (Space Pressed),1
19773,2/18/2021 23:42,153.575,42,n,4.NeutralScene,1,88,NA,Estimated Speed,4
19774,2/18/2021 23:42,160.938,42,n,4.NeutralScene,2,73,NA,Car Starts,NA
19775,2/18/2021 23:42,164.952,42,n,4.NeutralScene,2,73,NA,Car Ends,NA
19776,2/18/2021 23:42,166.277,42,n,4.NeutralScene,3,73,NA,Score (Space Pressed),1
19777,2/18/2021 23:42,166.277,42,n,4.NeutralScene,3,73,NA,Score (Space Pressed),1
19778,2/18/2021 23:42,174.992,42,n,4.NeutralScene,3,59,NA,Car Starts,NA
19779,2/18/2021 23:42,176.992,42,n,4.NeutralScene,3,59,NA,Score (Space Pressed),2
19780,2/18/2021 23:42,177.601,42,n,4.NeutralScene,3,59,NA,Score (Space Pressed),2
19781,2/18/2021 23:42,179.856,42,n,4.NeutralScene,3,59,NA,Car Ends,NA
19782,2/18/2021 23:42,182.531,42,n,4.NeutralScene,3,59,NA,Estimated Speed,4
19783,2/18/2021 23:43,191.046,42,n,4.NeutralScene,4,73,NA,Car Starts,NA
19784,2/18/2021 23:43,195.304,42,n,4.NeutralScene,4,73,NA,Car Ends,NA
19785,2/18/2021 23:43,197.178,42,n,4.NeutralScene,4,73,NA,Estimated Speed,4
19786,2/18/2021 23:43,204.542,42,n,4.NeutralScene,5,73,NA,Car Starts,NA
19787,2/18/2021 23:43,206.293,42,n,4.NeutralScene,5,73,NA,Score (Space Pressed),2
19788,2/18/2021 23:43,208.107,42,n,4.NeutralScene,5,73,NA,Car Ends,NA
19789,2/18/2021 23:43,212.57,42,n,4.NeutralScene,5,73,NA,Estimated Speed,5
19790,2/18/2021 23:43,220.974,42,n,4.NeutralScene,6,88,NA,Car Starts,NA
19791,2/18/2021 23:43,222.539,42,n,4.NeutralScene,6,88,NA,Score (Space Pressed),3
19792,2/18/2021 23:43,223.961,42,n,4.NeutralScene,6,88,NA,Car Ends,NA
19793,2/18/2021 23:43,227.542,42,n,4.NeutralScene,6,88,NA,Estimated Speed,5
19794,2/18/2021 23:43,234.607,42,n,4.NeutralScene,7,88,NA,Car Starts,NA
19795,2/18/2021 23:43,236.227,42,n,4.NeutralScene,7,88,NA,Score (Space Pressed),4
19796,2/18/2021 23:43,237.678,42,n,4.NeutralScene,7,88,NA,Car Ends,NA
19797,2/18/2021 23:43,239.996,42,n,4.NeutralScene,7,88,NA,Estimated Speed,4
19798,2/18/2021 23:44,247.182,42,n,4.NeutralScene,8,44,NA,Car Starts,NA
19799,2/18/2021 23:44,250.112,42,n,4.NeutralScene,8,44,NA,Score (Space Pressed),5
19800,2/18/2021 23:44,253.018,42,n,4.NeutralScene,8,44,NA,Car Ends,NA
19801,2/18/2021 23:44,257.195,42,n,4.NeutralScene,8,44,NA,Estimated Speed,3
19802,2/18/2021 23:44,271.371,42,n,4.NeutralScene,9,44,NA,Car Starts,NA
19803,2/18/2021 23:44,273.908,42,n,4.NeutralScene,9,44,NA,Score (Space Pressed),6
19804,2/18/2021 23:44,277.706,42,n,4.NeutralScene,9,44,NA,Car Ends,NA
19805,2/18/2021 23:44,283.405,42,n,4.NeutralScene,9,44,NA,Estimated Speed,2
19806,2/18/2021 23:44,294.859,42,n,4.NeutralScene,10,73,NA,Car Starts,NA
19807,2/18/2021 23:44,296.696,42,n,4.NeutralScene,10,73,NA,Score (Space Pressed),7
19808,2/18/2021 23:44,298.602,42,n,4.NeutralScene,10,73,NA,Car Ends,NA
19809,2/18/2021 23:44,300.528,42,n,4.NeutralScene,10,73,NA,Estimated Speed,4
19810,2/18/2021 23:44,305.905,42,n,4.NeutralScene,11,103,NA,Car Starts,NA
19811,2/18/2021 23:45,307.492,42,n,4.NeutralScene,11,103,NA,Score (Space Pressed),8
19812,2/18/2021 23:45,308.643,42,n,4.NeutralScene,11,103,NA,Car Ends,NA
19813,2/18/2021 23:45,312.561,42,n,4.NeutralScene,11,103,NA,Estimated Speed,6
19814,2/18/2021 23:45,320.407,42,n,4.NeutralScene,12,59,NA,Car Starts,NA
19815,2/18/2021 23:45,322.767,42,n,4.NeutralScene,12,59,NA,Score (Space Pressed),9
19816,2/18/2021 23:45,325.055,42,n,4.NeutralScene,12,59,NA,Car Ends,NA
19817,2/18/2021 23:45,327.426,42,n,4.NeutralScene,12,59,NA,Estimated Speed,4
19818,2/18/2021 23:45,333.689,42,n,4.NeutralScene,13,103,NA,Car Starts,NA
19819,2/18/2021 23:45,335.252,42,n,4.NeutralScene,13,103,NA,Score (Space Pressed),10
19820,2/18/2021 23:45,336.403,42,n,4.NeutralScene,13,103,NA,Car Ends,NA
19821,2/18/2021 23:45,343.035,42,n,4.NeutralScene,13,103,NA,Estimated Speed,6
19822,2/18/2021 23:45,352.851,42,n,5.Narrative2,Tutorial Instructions 2,73,Grass,Baby Crossed Blanket,NA
19823,2/18/2021 23:45,361.951,42,n,5.Narrative2,Tutorial Instructions 2,73,Grass,B Pressed,"Baby Location: (255.5, 0.0, 186.5)"
19824,2/18/2021 23:45,363.186,42,n,5.Narrative2,Tutorial Instructions 2,73,Grass,B Pressed,"Baby Location: (255.5, 0.0, 186.5)"
19825,2/18/2021 23:45,364.603,42,n,5.Narrative2,Tutorial Instructions 2,44,Grass,B Pressed,"Baby Location: (255.5, 0.0, 186.5)"
19826,2/18/2021 23:45,366.318,42,n,5.Narrative2,Tutorial Instructions 2,44,Grass,B Pressed,"Baby Location: (255.5, 0.0, 186.5)"
19827,2/18/2021 23:46,370.55,42,n,5.Narrative2,Tutorial Instructions 2,44,Grass,B Pressed,"Baby Location: (255.5, 0.0, 186.5)"
19828,2/18/2021 23:46,389.312,42,n,6.BabyScene,1,0,Blanket,B Pressed,"Baby Location: (253.6, 0.0, 183.1)"
19829,2/18/2021 23:46,389.668,42,n,6.BabyScene,1,0,Blanket,B Pressed,"Baby Location: (253.6, 0.0, 183.1)"
19830,2/18/2021 23:46,395.981,42,n,6.BabyScene,1,103,Blanket,Score (Space Pressed),12
19831,2/18/2021 23:46,396.627,42,n,6.BabyScene,1,103,Blanket,Score (Space Pressed),12
19832,2/18/2021 23:46,398.525,42,n,6.BabyScene,1,103,Blanket,Car Ends,NA
19833,2/18/2021 23:46,401.635,42,n,6.BabyScene,1,103,Blanket,Estimated Speed,5
19834,2/18/2021 23:46,406.968,42,n,6.BabyScene,2,88,Blanket,Car Starts,NA
19835,2/18/2021 23:46,408.606,42,n,6.BabyScene,2,88,Blanket,Score (Space Pressed),13
19836,2/18/2021 23:46,410.118,42,n,6.BabyScene,2,88,Blanket,Baby Crossed Blanket,NA
19837,2/18/2021 23:46,410.917,42,n,6.BabyScene,2,88,Blanket,Baby Crossed Blanket,NA
19838,2/18/2021 23:46,412.217,42,n,6.BabyScene,2,88,Grass,Estimated Speed,4
19839,2/18/2021 23:46,416.72,42,n,6.BabyScene,3,88,Grass,B Pressed,"Baby Location: (253.9, 0.0, 185.6)"
19840,2/18/2021 23:46,419.399,42,n,6.BabyScene,3,88,Grass,B Pressed,"Baby Location: (253.9, 0.0, 185.6)"
19841,2/18/2021 23:46,424.469,42,n,6.BabyScene,3,44,Grass,Car Starts,NA
19842,2/18/2021 23:47,427.233,42,n,6.BabyScene,3,44,Blanket,Score (Space Pressed),14
19843,2/18/2021 23:47,430.309,42,n,6.BabyScene,3,44,Blanket,Car Ends,NA
19844,2/18/2021 23:47,433.584,42,n,6.BabyScene,3,44,Blanket,Estimated Speed,3
19845,2/18/2021 23:47,439.767,42,n,6.BabyScene,3,44,Grass,Baby Crossed Blanket,NA
19846,2/18/2021 23:47,443.934,42,n,6.BabyScene,4,88,Grass,Car Starts,NA
19847,2/18/2021 23:47,445.733,42,n,6.BabyScene,4,88,Grass,Score (Space Pressed),15
19848,2/18/2021 23:47,446.222,42,n,6.BabyScene,4,88,Grass,Car Ends,NA
19849,2/18/2021 23:47,446.902,42,n,6.BabyScene,4,88,Grass,Car Ends,NA
19850,2/18/2021 23:47,447.076,42,n,6.BabyScene,4,88,Grass,Car Ends,NA
19851,2/18/2021 23:47,448.55,42,n,6.BabyScene,4,88,Grass,Estimated Speed,4
19852,2/18/2021 23:47,460.088,42,n,6.BabyScene,5,73,Blanket,Car Starts,NA
19853,2/18/2021 23:47,462.079,42,n,6.BabyScene,5,73,Blanket,Score (Space Pressed),16
19854,2/18/2021 23:47,463.733,42,n,6.BabyScene,5,73,Blanket,Car Ends,NA
19855,2/18/2021 23:47,466.594,42,n,6.BabyScene,5,73,Blanket,Estimated Speed,5
19856,2/18/2021 23:47,469.582,42,n,6.BabyScene,5,73,Blanket,Baby Crossed Blanket,NA
19857,2/18/2021 23:47,474.803,42,n,6.BabyScene,6,73,Grass,Car Starts,NA
19858,2/18/2021 23:47,476.734,42,n,6.BabyScene,6,73,Grass,Score (Space Pressed),17
19859,2/18/2021 23:47,478.034,42,n,6.BabyScene,6,73,Grass,Car Ends,NA
19860,2/18/2021 23:47,478.429,42,n,6.BabyScene,6,73,Grass,Car Ends,NA
19861,2/18/2021 23:47,480.029,42,n,6.BabyScene,6,73,Grass,Estimated Speed,4
19862,2/18/2021 23:48,492.169,42,n,6.BabyScene,7,59,Blanket,Car Starts,NA
19863,2/18/2021 23:48,494.043,42,n,6.BabyScene,7,59,Blanket,Score (Space Pressed),18
19864,2/18/2021 23:48,496.564,42,n,6.BabyScene,7,59,Blanket,Car Ends,NA
19865,2/18/2021 23:48,500.798,42,n,6.BabyScene,7,59,Blanket,Estimated Speed,4
19866,2/18/2021 23:48,503.612,42,n,6.BabyScene,7,59,Blanket,Baby Crossed Blanket,NA
19867,2/18/2021 23:48,515.116,42,n,6.BabyScene,8,44,Grass,Car Starts,NA
19868,2/18/2021 23:48,518.215,42,n,6.BabyScene,8,44,Grass,Score (Space Pressed),19
19869,2/18/2021 23:48,519.577,42,n,6.BabyScene,8,44,Grass,B Pressed,"Baby Location: (256.0, 0.0, 187.1)"
19870,2/18/2021 23:48,521.249,42,n,6.BabyScene,8,44,Grass,Car Ends,NA
19871,2/18/2021 23:48,524.329,42,n,6.BabyScene,8,44,Grass,Estimated Speed,2
19872,2/18/2021 23:48,531.397,42,n,6.BabyScene,9,59,Blanket,Car Starts,NA
19873,2/18/2021 23:48,533.644,42,n,6.BabyScene,9,59,Blanket,Score (Space Pressed),20
19874,2/18/2021 23:48,535.897,42,n,6.BabyScene,9,59,Blanket,Car Ends,NA
19875,2/18/2021 23:48,538.094,42,n,6.BabyScene,9,59,Blanket,Estimated Speed,4
19876,2/18/2021 23:48,543.846,42,n,6.BabyScene,9,59,Blanket,Baby Crossed Blanket,NA
19877,2/18/2021 23:49,551.514,42,n,6.BabyScene,10,103,Grass,Car Starts,NA
19878,2/18/2021 23:49,553.284,42,n,6.BabyScene,10,103,Grass,Car Ends,NA
19879,2/18/2021 23:49,554.119,42,n,6.BabyScene,10,103,Grass,B Pressed,"Baby Location: (253.1, 0.0, 187.9)"
19880,2/18/2021 23:49,554.831,42,n,6.BabyScene,10,103,Grass,B Pressed,"Baby Location: (253.1, 0.0, 187.9)"
19881,2/18/2021 23:49,557.412,42,n,6.BabyScene,10,103,Grass,Estimated Speed,5
19882,2/18/2021 23:49,558.777,42,n,9.Narrative3,Tutorial Instructions 1,,Grass,Start New Block,
19883,2/18/2021 23:49,560.812,42,n,9.Narrative3,Tutorial Instructions 1,44,Grass,Space Pressed,Space Pressed
19884,2/18/2021 23:49,575.893,42,n,4.NeutralScene,1,44,Grass,Car Starts,NA
19885,2/18/2021 23:49,578.963,42,n,4.NeutralScene,1,44,Grass,Score (Space Pressed),21
19886,2/18/2021 23:49,582.111,42,n,4.NeutralScene,1,44,Grass,Car Ends,NA
19887,2/18/2021 23:49,584.813,42,n,4.NeutralScene,1,44,Grass,Estimated Speed,3
19888,2/18/2021 23:49,599.175,42,n,4.NeutralScene,2,59,Grass,Car Starts,NA
19889,2/18/2021 23:49,601.475,42,n,4.NeutralScene,2,59,Grass,Score (Space Pressed),22
19890,2/18/2021 23:49,603.612,42,n,4.NeutralScene,2,59,Grass,Car Ends,NA
19891,2/18/2021 23:50,609.909,42,n,4.NeutralScene,2,59,Grass,Estimated Speed,5
19892,2/18/2021 23:50,615.008,42,n,4.NeutralScene,3,88,Grass,Car Starts,NA
19893,2/18/2021 23:50,617.241,42,n,4.NeutralScene,3,88,Grass,Car Ends,NA
19894,2/18/2021 23:50,617.54,42,n,4.NeutralScene,3,88,Grass,Car Ends,NA
19895,2/18/2021 23:50,618.041,42,n,4.NeutralScene,3,88,Grass,Car Ends,NA
19896,2/18/2021 23:50,621.477,42,n,4.NeutralScene,3,88,Grass,Estimated Speed,5
19897,2/18/2021 23:50,628.858,42,n,4.NeutralScene,4,73,Grass,Car Starts,NA
19898,2/18/2021 23:50,630.908,42,n,4.NeutralScene,4,73,Grass,Score (Space Pressed),24
19899,2/18/2021 23:50,632.429,42,n,4.NeutralScene,4,73,Grass,Car Ends,NA
19900,2/18/2021 23:50,637.544,42,n,4.NeutralScene,4,73,Grass,Estimated Speed,5
19901,2/18/2021 23:50,643.593,42,n,4.NeutralScene,5,103,Grass,Car Starts,NA
19902,2/18/2021 23:50,644.994,42,n,4.NeutralScene,5,103,Grass,Score (Space Pressed),25
19903,2/18/2021 23:50,646.244,42,n,4.NeutralScene,5,103,Grass,Car Ends,NA
19904,2/18/2021 23:50,651.992,42,n,4.NeutralScene,5,103,Grass,Estimated Speed,5
19905,2/18/2021 23:50,665.038,42,n,4.NeutralScene,6,88,Grass,Car Starts,NA
19906,2/18/2021 23:51,666.523,42,n,4.NeutralScene,6,88,Grass,Score (Space Pressed),26
19907,2/18/2021 23:51,668.145,42,n,4.NeutralScene,6,88,Grass,Car Ends,NA
19908,2/18/2021 23:51,676.592,42,n,4.NeutralScene,6,88,Grass,Estimated Speed,4
19909,2/18/2021 23:51,684.866,42,n,4.NeutralScene,7,59,Grass,Car Starts,NA
19910,2/18/2021 23:51,687.042,42,n,4.NeutralScene,7,59,Grass,Score (Space Pressed),27
19911,2/18/2021 23:51,689.302,42,n,4.NeutralScene,7,59,Grass,Car Ends,NA
19912,2/18/2021 23:51,692.942,42,n,4.NeutralScene,7,59,Grass,Estimated Speed,3
19913,2/18/2021 23:51,706.354,42,n,4.NeutralScene,8,44,Grass,Car Starts,NA
19914,2/18/2021 23:51,709.154,42,n,4.NeutralScene,8,44,Grass,Score (Space Pressed),28
19915,2/18/2021 23:51,712.303,42,n,4.NeutralScene,8,44,Grass,Car Ends,NA
19916,2/18/2021 23:51,721.862,42,n,4.NeutralScene,8,44,Grass,Estimated Speed,4
19917,2/18/2021 23:52,734.207,42,n,4.NeutralScene,9,73,Grass,Car Starts,NA
19918,2/18/2021 23:52,736.055,42,n,4.NeutralScene,9,73,Grass,Score (Space Pressed),30
19919,2/18/2021 23:52,736.452,42,n,4.NeutralScene,9,73,Grass,Score (Space Pressed),30
19920,2/18/2021 23:52,737.72,42,n,4.NeutralScene,9,73,Grass,Car Ends,NA
19921,2/18/2021 23:52,745.071,42,n,4.NeutralScene,9,73,Grass,Estimated Speed,5
19922,2/18/2021 23:52,753.146,42,n,4.NeutralScene,10,103,Grass,Car Starts,NA
19923,2/18/2021 23:52,755.105,42,n,4.NeutralScene,10,103,Grass,Car Ends,NA
19924,2/18/2021 23:52,755.706,42,n,4.NeutralScene,10,103,Grass,Car Ends,NA
19925,2/18/2021 23:52,762.665,42,n,4.NeutralScene,10,103,Grass,Estimated Speed,6
19926,2/19/2021 21:06,59.896,,,2.Registration,NA,NA,NA,Start New Block,NA
19927,2/19/2021 21:07,87.336,43,N,2.Registration,NA,NA,NA,Start New Block,NA
19928,2/19/2021 21:09,209.354,43,N,3.Narrative1,Tutorial Instructions 1,,NA,Start New Block,
19929,2/19/2021 21:10,278.785,43,N,3.Narrative1,Tutorial Instructions 1,103,NA,Space Pressed,Space Pressed
19930,2/19/2021 21:10,287.59,43,N,3.Narrative1,Tutorial Instructions 1,59,NA,Estimated Speed,6
19931,2/19/2021 21:10,289.046,43,N,3.Narrative1,Tutorial Instructions 1,59,NA,Space Pressed,Space Pressed
19932,2/19/2021 21:10,302.528,43,N,3.Narrative1,Tutorial Instructions 1,59,NA,Space Pressed,Space Pressed
19933,2/19/2021 21:10,316.744,43,N,4.NeutralScene,1,103,NA,Car Starts,NA
19934,2/19/2021 21:10,318.335,43,N,4.NeutralScene,1,103,NA,Score (Space Pressed),1
19935,2/19/2021 21:10,319.448,43,N,4.NeutralScene,1,103,NA,Car Ends,NA
19936,2/19/2021 21:11,328.731,43,N,4.NeutralScene,1,103,NA,Estimated Speed,6
19937,2/19/2021 21:11,339.762,43,N,4.NeutralScene,2,73,NA,Car Starts,NA
19938,2/19/2021 21:11,341.072,43,N,4.NeutralScene,2,73,NA,Score (Space Pressed),2
19939,2/19/2021 21:11,343.237,43,N,4.NeutralScene,2,73,NA,Car Ends,NA
19940,2/19/2021 21:11,345.941,43,N,4.NeutralScene,2,73,NA,Estimated Speed,4
19941,2/19/2021 21:11,356.986,43,N,4.NeutralScene,3,88,NA,Car Starts,NA
19942,2/19/2021 21:11,358.001,43,N,4.NeutralScene,3,88,NA,Score (Space Pressed),3
19943,2/19/2021 21:11,359.873,43,N,4.NeutralScene,3,88,NA,Car Ends,NA
19944,2/19/2021 21:11,365.38,43,N,4.NeutralScene,3,88,NA,Estimated Speed,5
19945,2/19/2021 21:11,375.413,43,N,4.NeutralScene,4,88,NA,Car Starts,NA
19946,2/19/2021 21:11,376.546,43,N,4.NeutralScene,4,88,NA,Score (Space Pressed),4
19947,2/19/2021 21:11,378.266,43,N,4.NeutralScene,4,88,NA,Car Ends,NA
19948,2/19/2021 21:12,384.378,43,N,4.NeutralScene,4,88,NA,Estimated Speed,5
19949,2/19/2021 21:12,394.034,43,N,4.NeutralScene,5,88,NA,Score (Space Pressed),5
19950,2/19/2021 21:12,396.398,43,N,4.NeutralScene,5,73,NA,Car Starts,NA
19951,2/19/2021 21:12,397.516,43,N,4.NeutralScene,5,73,NA,Score (Space Pressed),5
19952,2/19/2021 21:12,399.92,43,N,4.NeutralScene,5,73,NA,Car Ends,NA
19953,2/19/2021 21:12,406.344,43,N,4.NeutralScene,5,73,NA,Estimated Speed,4
19954,2/19/2021 21:12,417.369,43,N,4.NeutralScene,6,44,NA,Car Starts,NA
19955,2/19/2021 21:12,419.266,43,N,4.NeutralScene,6,44,NA,Score (Space Pressed),6
19956,2/19/2021 21:12,423.103,43,N,4.NeutralScene,6,44,NA,Car Ends,NA
19957,2/19/2021 21:12,427.219,43,N,4.NeutralScene,6,44,NA,Estimated Speed,3
19958,2/19/2021 21:12,436.239,43,N,4.NeutralScene,7,59,NA,Car Starts,NA
19959,2/19/2021 21:12,437.748,43,N,4.NeutralScene,7,59,NA,Score (Space Pressed),7
19960,2/19/2021 21:12,440.58,43,N,4.NeutralScene,7,59,NA,Car Ends,NA
19961,2/19/2021 21:12,441.878,43,N,4.NeutralScene,7,59,NA,Estimated Speed,4
19962,2/19/2021 21:13,453.875,43,N,4.NeutralScene,8,59,NA,Car Starts,NA
19963,2/19/2021 21:13,455.27,43,N,4.NeutralScene,8,59,NA,Score (Space Pressed),8
19964,2/19/2021 21:13,458.226,43,N,4.NeutralScene,8,59,NA,Car Ends,NA
19965,2/19/2021 21:13,459.816,43,N,4.NeutralScene,8,59,NA,Estimated Speed,4
19966,2/19/2021 21:13,470.839,43,N,4.NeutralScene,9,44,NA,Car Starts,NA
19967,2/19/2021 21:13,472.33,43,N,4.NeutralScene,9,44,NA,Score (Space Pressed),9
19968,2/19/2021 21:13,476.557,43,N,4.NeutralScene,9,44,NA,Car Ends,NA
19969,2/19/2021 21:13,483.118,43,N,4.NeutralScene,9,44,NA,Estimated Speed,3
19970,2/19/2021 21:13,496.138,43,N,4.NeutralScene,10,103,NA,Car Starts,NA
19971,2/19/2021 21:13,497.255,43,N,4.NeutralScene,10,103,NA,Score (Space Pressed),10
19972,2/19/2021 21:13,498.575,43,N,4.NeutralScene,10,103,NA,Car Ends,NA
19973,2/19/2021 21:14,504.569,43,N,4.NeutralScene,10,103,NA,Estimated Speed,5
19974,2/19/2021 21:14,517.036,43,N,5.Narrative2,Tutorial Instructions 2,59,Blanket,Baby Crossed Blanket,NA
19975,2/19/2021 21:14,534.113,43,N,5.Narrative2,Tutorial Instructions 2,44,Grass,B Pressed,"Baby Location: (259.2, 0.0, 187.7)"
19976,2/19/2021 21:14,535.406,43,N,5.Narrative2,Tutorial Instructions 2,44,Grass,B Pressed,"Baby Location: (259.2, 0.0, 187.7)"
19977,2/19/2021 21:14,535.94,43,N,5.Narrative2,Tutorial Instructions 2,44,Grass,B Pressed,"Baby Location: (259.2, 0.0, 187.7)"
19978,2/19/2021 21:14,536.73,43,N,5.Narrative2,Tutorial Instructions 2,44,Grass,B Pressed,"Baby Location: (259.2, 0.0, 187.7)"
19979,2/19/2021 21:14,558.649,43,N,5.Narrative2,Tutorial Instructions 2,73,Grass,Baby Crossed Blanket,NA
19980,2/19/2021 21:15,580.153,43,N,5.Narrative2,Tutorial Instructions 2,103,Road,Baby Crossed Road,NA
19981,2/19/2021 21:15,581.766,43,N,5.Narrative2,Tutorial Instructions 2,103,Road,B Pressed,"Baby Location: (256.2, 0.0, 189.2)"
19982,2/19/2021 21:15,605.413,43,N,6.BabyScene,,0,Blanket,Baby Crossed Blanket,NA
19983,2/19/2021 21:15,610.57,43,N,6.BabyScene,1,59,Grass,Car Starts,NA
19984,2/19/2021 21:15,611.703,43,N,6.BabyScene,1,59,Grass,Score (Space Pressed),12
19985,2/19/2021 21:15,612.004,43,N,6.BabyScene,1,59,Grass,Score (Space Pressed),12
19986,2/19/2021 21:15,614.543,43,N,6.BabyScene,1,59,Grass,Car Ends,NA
19987,2/19/2021 21:16,623.689,43,N,6.BabyScene,1,59,Blanket,Estimated Speed,4
19988,2/19/2021 21:16,629.72,43,N,6.BabyScene,2,103,Blanket,Car Starts,NA
19989,2/19/2021 21:16,630.73,43,N,6.BabyScene,2,103,Blanket,Score (Space Pressed),13
19990,2/19/2021 21:16,632.208,43,N,6.BabyScene,2,103,Blanket,Car Ends,NA
19991,2/19/2021 21:16,633.937,43,N,6.BabyScene,2,103,Grass,Estimated Speed,5
19992,2/19/2021 21:16,634.754,43,N,6.BabyScene,2,103,Grass,Estimated Speed,5
19993,2/19/2021 21:16,641.791,43,N,6.BabyScene,3,88,Grass,B Pressed,"Baby Location: (258.2, 0.0, 186.8)"
19994,2/19/2021 21:16,642.326,43,N,6.BabyScene,3,88,Grass,Score (Space Pressed),14
19995,2/19/2021 21:16,642.87,43,N,6.BabyScene,3,88,Grass,Score (Space Pressed),14
19996,2/19/2021 21:16,644.747,43,N,6.BabyScene,3,88,Grass,Car Ends,NA
19997,2/19/2021 21:16,650.515,43,N,6.BabyScene,3,88,Blanket,Estimated Speed,4
19998,2/19/2021 21:16,655.536,43,N,6.BabyScene,4,73,Blanket,Car Starts,NA
19999,2/19/2021 21:16,656.705,43,N,6.BabyScene,4,73,Blanket,Score (Space Pressed),15
20000,2/19/2021 21:16,659.003,43,N,6.BabyScene,4,73,Blanket,Car Ends,NA
20001,2/19/2021 21:16,660.6,43,N,6.BabyScene,4,73,Blanket,Estimated Speed,4
20002,2/19/2021 21:16,664.849,43,N,6.BabyScene,4,73,Grass,Baby Crossed Blanket,NA
20003,2/19/2021 21:16,671.657,43,N,6.BabyScene,5,88,Grass,Score (Space Pressed),16
20004,2/19/2021 21:16,672.627,43,N,6.BabyScene,5,88,Grass,B Pressed,"Baby Location: (257.4, 0.0, 186.5)"
20005,2/19/2021 21:16,672.943,43,N,6.BabyScene,5,88,Grass,B Pressed,"Baby Location: (257.4, 0.0, 186.5)"
20006,2/19/2021 21:16,674.495,43,N,6.BabyScene,5,88,Grass,Car Ends,NA
20007,2/19/2021 21:16,680.283,43,N,6.BabyScene,5,88,Grass,Estimated Speed,5
20008,2/19/2021 21:17,690.287,43,N,6.BabyScene,6,73,Blanket,Car Starts,NA
20009,2/19/2021 21:17,691.477,43,N,6.BabyScene,6,73,Blanket,Score (Space Pressed),17
20010,2/19/2021 21:17,691.506,43,N,6.BabyScene,6,73,Blanket,Score (Space Pressed),17
20011,2/19/2021 21:17,693.742,43,N,6.BabyScene,6,73,Blanket,Car Ends,NA
20012,2/19/2021 21:17,700.059,43,N,6.BabyScene,6,73,Blanket,Estimated Speed,5
20013,2/19/2021 21:17,705.086,43,N,6.BabyScene,7,59,Blanket,Car Starts,NA
20014,2/19/2021 21:17,706.302,43,N,6.BabyScene,7,59,Blanket,Score (Space Pressed),18
20015,2/19/2021 21:17,709.364,43,N,6.BabyScene,7,59,Blanket,Car Ends,NA
20016,2/19/2021 21:17,710.685,43,N,6.BabyScene,7,59,Blanket,Estimated Speed,4
20017,2/19/2021 21:17,712.974,43,N,6.BabyScene,7,59,Grass,Baby Crossed Blanket,NA
20018,2/19/2021 21:17,723.686,43,N,6.BabyScene,8,44,Grass,Car Starts,NA
20019,2/19/2021 21:17,725.47,43,N,6.BabyScene,8,44,Grass,Score (Space Pressed),19
20020,2/19/2021 21:17,725.488,43,N,6.BabyScene,8,44,Grass,Score (Space Pressed),19
20021,2/19/2021 21:17,725.826,43,N,6.BabyScene,8,44,Grass,Score (Space Pressed),19
20022,2/19/2021 21:17,729.394,43,N,6.BabyScene,8,44,Grass,Car Ends,NA
20023,2/19/2021 21:17,731.658,43,N,6.BabyScene,8,44,Grass,Estimated Speed,4
20024,2/19/2021 21:17,741.676,43,N,6.BabyScene,9,44,Blanket,Car Starts,NA
20025,2/19/2021 21:17,743.246,43,N,6.BabyScene,9,44,Blanket,Score (Space Pressed),20
20026,2/19/2021 21:18,747.358,43,N,6.BabyScene,9,44,Blanket,Car Ends,NA
20027,2/19/2021 21:18,749.512,43,N,6.BabyScene,9,44,Grass,Baby Crossed Blanket,NA
20028,2/19/2021 21:18,750.692,43,N,6.BabyScene,9,44,Grass,Estimated Speed,3
20029,2/19/2021 21:18,756.75,43,N,6.BabyScene,10,103,Grass,Score (Space Pressed),21
20030,2/19/2021 21:18,757.683,43,N,6.BabyScene,10,103,Grass,Score (Space Pressed),21
20031,2/19/2021 21:18,759.217,43,N,6.BabyScene,10,103,Grass,Car Ends,NA
20032,2/19/2021 21:18,763.29,43,N,6.BabyScene,10,103,Road,Baby Crossed Road,NA
20033,2/19/2021 21:18,764.322,43,N,6.BabyScene,10,103,Road,B Pressed,"Baby Location: (251.4, 0.0, 189.4)"
20034,2/19/2021 21:18,765.031,43,N,6.BabyScene,10,103,Road,B Pressed,"Baby Location: (251.4, 0.0, 189.4)"
20035,2/19/2021 21:18,766.181,43,N,6.BabyScene,10,103,Road,Estimated Speed,5
