rowid,time,timenow,id,subcondition,block,trial,carspeed,babylocation,givenevent,response
20621,2/23/2021 19:10,550.142,47,n,6.BabyScene,3,88,Grass,Car Starts,NA
20622,2/23/2021 19:10,551.806,47,n,6.BabyScene,3,88,Grass,Score (Space Pressed),14
20623,2/23/2021 19:10,553.307,47,n,6.BabyScene,3,88,Grass,Car Ends,NA
20624,2/23/2021 19:10,556.122,47,n,6.BabyScene,3,88,Grass,Estimated Speed,3
20625,2/23/2021 19:11,565.423,47,n,6.BabyScene,4,44,Blanket,Car Starts,NA
20626,2/23/2021 19:11,567.89,47,n,6.BabyScene,4,44,Blanket,Score (Space Pressed),15
20627,2/23/2021 19:11,571.591,47,n,6.BabyScene,4,44,Blanket,Car Ends,NA
20628,2/23/2021 19:11,572.707,47,n,6.BabyScene,4,44,Blanket,Baby Crossed Blanket,NA
20629,2/23/2021 19:11,574.523,47,n,6.BabyScene,4,44,Grass,Estimated Speed,3
20630,2/23/2021 19:11,575.818,47,n,6.BabyScene,5,44,Grass,B Pressed,"Baby Location: (253.7, 0.0, 184.2)"
20631,2/23/2021 19:11,579.857,47,n,6.BabyScene,5,88,Grass,Car Starts,NA
20632,2/23/2021 19:11,582.841,47,n,6.BabyScene,5,88,Grass,Car Ends,NA
20633,2/23/2021 19:11,586.841,47,n,6.BabyScene,5,88,Grass,Estimated Speed,4
20634,2/23/2021 19:11,597.323,47,n,6.BabyScene,5,88,Grass,Baby Crossed Blanket,NA
20635,2/23/2021 19:11,599.557,47,n,6.BabyScene,6,88,Grass,B Pressed,"Baby Location: (255.4, 0.0, 183.9)"
20636,2/23/2021 19:11,600.707,47,n,6.BabyScene,6,73,Grass,Car Starts,NA
20637,2/23/2021 19:11,602.658,47,n,6.BabyScene,6,73,Grass,Score (Space Pressed),16
20638,2/23/2021 19:11,604.342,47,n,6.BabyScene,6,73,Grass,Car Ends,NA
20639,2/23/2021 19:11,606.44,47,n,6.BabyScene,6,73,Grass,Estimated Speed,4
20640,2/23/2021 19:12,618.925,47,n,6.BabyScene,7,59,Blanket,Car Starts,NA
20641,2/23/2021 19:12,620.508,47,n,6.BabyScene,7,59,Grass,Baby Crossed Blanket,NA
20642,2/23/2021 19:12,621.691,47,n,6.BabyScene,7,59,Grass,Score (Space Pressed),17
20643,2/23/2021 19:12,623.609,47,n,6.BabyScene,7,59,Blanket,Car Ends,NA
20644,2/23/2021 19:12,625.808,47,n,6.BabyScene,7,59,Blanket,B Pressed,"Baby Location: (255.6, 0.0, 185.3)"
20645,2/23/2021 19:12,629.24,47,n,6.BabyScene,7,59,Blanket,Estimated Speed,4
20646,2/23/2021 19:12,635.424,47,n,6.BabyScene,8,73,Blanket,Car Starts,NA
20647,2/23/2021 19:12,637.193,47,n,6.BabyScene,8,73,Blanket,Score (Space Pressed),18
20648,2/23/2021 19:12,639.025,47,n,6.BabyScene,8,73,Blanket,Car Ends,NA
20649,2/23/2021 19:12,641.891,47,n,6.BabyScene,8,73,Blanket,Estimated Speed,4
20650,2/23/2021 19:12,655.042,47,n,6.BabyScene,8,73,Blanket,Baby Crossed Blanket,NA
20651,2/23/2021 19:12,656.792,47,n,6.BabyScene,9,59,Grass,Car Starts,NA
20652,2/23/2021 19:12,658.842,47,n,6.BabyScene,9,59,Grass,B Pressed,"Baby Location: (255.4, 0.0, 184.4)"
20653,2/23/2021 19:12,659.758,47,n,6.BabyScene,9,59,Grass,B Pressed,"Baby Location: (255.4, 0.0, 184.4)"
20654,2/23/2021 19:12,661.524,47,n,6.BabyScene,9,59,Grass,Car Ends,NA
20655,2/23/2021 19:12,665.034,47,n,6.BabyScene,9,59,Grass,Estimated Speed,4
20656,2/23/2021 19:12,676.275,47,n,6.BabyScene,10,88,Blanket,Car Starts,NA
20657,2/23/2021 19:13,678.059,47,n,6.BabyScene,10,88,Blanket,Score (Space Pressed),20
20658,2/23/2021 19:13,679.342,47,n,6.BabyScene,10,88,Blanket,Car Ends,NA
20659,2/23/2021 19:13,682.342,47,n,6.BabyScene,10,88,Grass,Estimated Speed,6
20660,2/23/2021 19:13,683.409,47,n,6.BabyScene,10,88,Grass,Estimated Speed,6
20661,2/23/2021 19:13,684.508,47,n,6.BabyScene,11,88,Grass,B Pressed,"Baby Location: (256.5, 0.0, 183.9)"
20662,2/23/2021 19:13,689.708,47,n,6.BabyScene,11,103,Grass,Car Starts,NA
20663,2/23/2021 19:13,692.193,47,n,6.BabyScene,11,103,Grass,Car Ends,NA
20664,2/23/2021 19:13,696.942,47,n,6.BabyScene,11,103,Blanket,Estimated Speed,5
20665,2/23/2021 19:13,706.609,47,n,6.BabyScene,12,103,Blanket,Car Starts,NA
20666,2/23/2021 19:13,708.074,47,n,6.BabyScene,12,103,Blanket,Baby Crossed Blanket,NA
20667,2/23/2021 19:13,708.759,47,n,6.BabyScene,12,103,Grass,Car Ends,NA
20668,2/23/2021 19:13,709.326,47,n,6.BabyScene,12,103,Grass,B Pressed,"Baby Location: (254.5, 0.0, 183.3)"
20669,2/23/2021 19:13,709.863,47,n,6.BabyScene,12,103,Grass,B Pressed,"Baby Location: (254.5, 0.0, 183.3)"
20670,2/23/2021 19:13,712.475,47,n,6.BabyScene,12,103,Grass,Estimated Speed,5
20671,2/23/2021 19:13,713.726,47,n,9.Narrative3,Tutorial Instructions 1,,Grass,Start New Block,
20672,2/23/2021 19:14,741.142,47,n,4.NeutralScene,1,44,Grass,Car Starts,NA
20673,2/23/2021 19:14,743.945,47,n,4.NeutralScene,1,44,Grass,Score (Space Pressed),21
20674,2/23/2021 19:14,747.325,47,n,4.NeutralScene,1,44,Grass,Car Ends,NA
20675,2/23/2021 19:14,752.159,47,n,4.NeutralScene,1,44,Grass,Estimated Speed,3
20676,2/23/2021 19:14,759.209,47,n,4.NeutralScene,2,44,Grass,Car Starts,NA
20677,2/23/2021 19:14,761.76,47,n,4.NeutralScene,2,44,Grass,Score (Space Pressed),22
20678,2/23/2021 19:14,765.075,47,n,4.NeutralScene,2,44,Grass,Car Ends,NA
20679,2/23/2021 19:14,770.476,47,n,4.NeutralScene,2,44,Grass,Estimated Speed,3
20680,2/23/2021 19:14,772.544,47,n,4.NeutralScene,3,44,Grass,Score (Space Pressed),23
20681,2/23/2021 19:14,777.61,47,n,4.NeutralScene,3,73,Grass,Car Starts,NA
20682,2/23/2021 19:14,779.326,47,n,4.NeutralScene,3,73,Grass,Score (Space Pressed),23
20683,2/23/2021 19:14,781.177,47,n,4.NeutralScene,3,73,Grass,Car Ends,NA
20684,2/23/2021 19:14,786.226,47,n,4.NeutralScene,3,73,Grass,Estimated Speed,3
20685,2/23/2021 19:14,794.276,47,n,4.NeutralScene,4,73,Grass,Car Starts,NA
20686,2/23/2021 19:15,796.643,47,n,4.NeutralScene,4,73,Grass,Score (Space Pressed),24
20687,2/23/2021 19:15,797.893,47,n,4.NeutralScene,4,73,Grass,Car Ends,NA
20688,2/23/2021 19:15,801.211,47,n,4.NeutralScene,4,73,Grass,Estimated Speed,4
20689,2/23/2021 19:15,811.262,47,n,4.NeutralScene,5,103,Grass,Car Starts,NA
20690,2/23/2021 19:15,812.693,47,n,4.NeutralScene,5,103,Grass,Score (Space Pressed),25
20691,2/23/2021 19:15,813.943,47,n,4.NeutralScene,5,103,Grass,Car Ends,NA
20692,2/23/2021 19:15,821.611,47,n,4.NeutralScene,5,103,Grass,Estimated Speed,5
20693,2/23/2021 19:15,831.711,47,n,4.NeutralScene,6,59,Grass,Car Starts,NA
20694,2/23/2021 19:15,833.627,47,n,4.NeutralScene,6,59,Grass,Score (Space Pressed),26
20695,2/23/2021 19:15,836.111,47,n,4.NeutralScene,6,59,Grass,Car Ends,NA
20696,2/23/2021 19:15,843.462,47,n,4.NeutralScene,6,59,Grass,Estimated Speed,4
20697,2/23/2021 19:15,850.544,47,n,4.NeutralScene,7,59,Grass,Car Starts,NA
20698,2/23/2021 19:15,855.034,47,n,4.NeutralScene,7,59,Grass,Car Ends,NA
20699,2/23/2021 19:16,858.494,47,n,4.NeutralScene,7,59,Grass,Estimated Speed,4
20700,2/23/2021 19:16,871.678,47,n,4.NeutralScene,8,88,Grass,Car Starts,NA
20701,2/23/2021 19:16,873.178,47,n,4.NeutralScene,8,88,Grass,Score (Space Pressed),27
20702,2/23/2021 19:16,874.695,47,n,4.NeutralScene,8,88,Grass,Car Ends,NA
20703,2/23/2021 19:16,876.611,47,n,4.NeutralScene,8,88,Grass,Estimated Speed,4
20704,2/23/2021 19:16,885.678,47,n,4.NeutralScene,9,88,Grass,Car Starts,NA
20705,2/23/2021 19:16,887.478,47,n,4.NeutralScene,9,88,Grass,Score (Space Pressed),28
20706,2/23/2021 19:16,888.661,47,n,4.NeutralScene,9,88,Grass,Car Ends,NA
20707,2/23/2021 19:16,893.328,47,n,4.NeutralScene,9,88,Grass,Estimated Speed,5
20708,2/23/2021 19:16,904.478,47,n,4.NeutralScene,10,59,Grass,Car Starts,NA
20709,2/23/2021 19:16,906.313,47,n,4.NeutralScene,10,59,Grass,Score (Space Pressed),29
20710,2/23/2021 19:16,908.862,47,n,4.NeutralScene,10,59,Grass,Car Ends,NA
20711,2/23/2021 19:16,915.495,47,n,4.NeutralScene,10,59,Grass,Estimated Speed,3
20712,2/23/2021 19:17,922.762,47,n,4.NeutralScene,11,103,Grass,Car Starts,NA
20713,2/23/2021 19:17,924.196,47,n,4.NeutralScene,11,103,Grass,Score (Space Pressed),30
20714,2/23/2021 19:17,925.566,47,n,4.NeutralScene,11,103,Grass,Car Ends,NA
20715,2/23/2021 19:17,926.918,47,n,4.NeutralScene,11,103,Grass,Estimated Speed,4
20716,2/23/2021 20:54,22.346,,,2.Registration,NA,NA,NA,Start New Block,NA
20717,2/23/2021 20:54,35.763,48,N,2.Registration,NA,NA,NA,Start New Block,NA
20718,2/23/2021 20:55,69.848,48,N,3.Narrative1,Tutorial Instructions 1,,NA,Start New Block,
20719,2/23/2021 20:55,83.067,48,N,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
20720,2/23/2021 20:55,87.648,48,N,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
20721,2/23/2021 20:55,90.715,48,N,3.Narrative1,Tutorial Instructions 1,73,NA,Estimated Speed,4
20722,2/23/2021 20:55,94.617,48,N,3.Narrative1,Tutorial Instructions 1,73,NA,Space Pressed,Space Pressed
20723,2/23/2021 20:55,106.567,48,N,4.NeutralScene,1,73,NA,Car Starts,NA
20724,2/23/2021 20:55,108.682,48,N,4.NeutralScene,1,73,NA,Score (Space Pressed),1
20725,2/23/2021 20:55,110.466,48,N,4.NeutralScene,1,73,NA,Car Ends,NA
20726,2/23/2021 20:56,115.183,48,N,4.NeutralScene,1,73,NA,Estimated Speed,5
20727,2/23/2021 20:56,128.434,48,N,4.NeutralScene,2,44,NA,Car Starts,NA
20728,2/23/2021 20:56,130.799,48,N,4.NeutralScene,2,44,NA,Score (Space Pressed),2
20729,2/23/2021 20:56,134.317,48,N,4.NeutralScene,2,44,NA,Car Ends,NA
20730,2/23/2021 20:56,138.05,48,N,4.NeutralScene,2,44,NA,Estimated Speed,3
20731,2/23/2021 20:56,151.151,48,N,4.NeutralScene,3,88,NA,Car Starts,NA
20732,2/23/2021 20:56,152.784,48,N,4.NeutralScene,3,88,NA,Score (Space Pressed),3
20733,2/23/2021 20:56,154.184,48,N,4.NeutralScene,3,88,NA,Car Ends,NA
20734,2/23/2021 20:56,162.485,48,N,4.NeutralScene,3,88,NA,Estimated Speed,5
20735,2/23/2021 20:56,167.619,48,N,4.NeutralScene,4,73,NA,Car Starts,NA
20736,2/23/2021 20:56,169.419,48,N,4.NeutralScene,4,73,NA,Score (Space Pressed),4
20737,2/23/2021 20:57,171.318,48,N,4.NeutralScene,4,73,NA,Car Ends,NA
20738,2/23/2021 20:57,177.052,48,N,4.NeutralScene,4,73,NA,Estimated Speed,5
20739,2/23/2021 20:57,191.119,48,N,4.NeutralScene,5,44,NA,Car Starts,NA
20740,2/23/2021 20:57,193.352,48,N,4.NeutralScene,5,44,NA,Score (Space Pressed),5
20741,2/23/2021 20:57,196.971,48,N,4.NeutralScene,5,44,NA,Car Ends,NA
20742,2/23/2021 20:57,200.269,48,N,4.NeutralScene,5,44,NA,Estimated Speed,3
20743,2/23/2021 20:57,208.37,48,N,4.NeutralScene,6,59,NA,Car Starts,NA
20744,2/23/2021 20:57,210.485,48,N,4.NeutralScene,6,59,NA,Score (Space Pressed),6
20745,2/23/2021 20:57,212.919,48,N,4.NeutralScene,6,59,NA,Car Ends,NA
20746,2/23/2021 20:57,214.986,48,N,4.NeutralScene,6,59,NA,Estimated Speed,4
20747,2/23/2021 20:57,222.319,48,N,4.NeutralScene,7,88,NA,Car Starts,NA
20748,2/23/2021 20:57,224.17,48,N,4.NeutralScene,7,88,NA,Score (Space Pressed),7
20749,2/23/2021 20:57,225.353,48,N,4.NeutralScene,7,88,NA,Car Ends,NA
20750,2/23/2021 20:57,229.171,48,N,4.NeutralScene,7,88,NA,Estimated Speed,5
20751,2/23/2021 20:58,240.287,48,N,4.NeutralScene,8,59,NA,Car Starts,NA
20752,2/23/2021 20:58,242.22,48,N,4.NeutralScene,8,59,NA,Score (Space Pressed),8
20753,2/23/2021 20:58,244.672,48,N,4.NeutralScene,8,59,NA,Car Ends,NA
20754,2/23/2021 20:58,246.671,48,N,4.NeutralScene,8,59,NA,Estimated Speed,4
20755,2/23/2021 20:58,255.738,48,N,4.NeutralScene,9,103,NA,Car Starts,NA
20756,2/23/2021 20:58,257.254,48,N,4.NeutralScene,9,103,NA,Score (Space Pressed),9
20757,2/23/2021 20:58,258.437,48,N,4.NeutralScene,9,103,NA,Car Ends,NA
20758,2/23/2021 20:58,261.172,48,N,4.NeutralScene,9,103,NA,Estimated Speed,5
20759,2/23/2021 20:58,273.454,48,N,4.NeutralScene,10,103,NA,Car Starts,NA
20760,2/23/2021 20:58,274.805,48,N,4.NeutralScene,10,103,NA,Score (Space Pressed),10
20761,2/23/2021 20:58,276.005,48,N,4.NeutralScene,10,103,NA,Car Ends,NA
20762,2/23/2021 20:58,279.705,48,N,4.NeutralScene,10,103,NA,Estimated Speed,6
20763,2/23/2021 20:58,289.59,48,N,5.Narrative2,Tutorial Instructions 2,73,Blanket,Baby Crossed Blanket,NA
20764,2/23/2021 20:59,294.205,48,N,5.Narrative2,Tutorial Instructions 2,73,Grass,B Pressed,"Baby Location: (252.2, 0.0, 184.9)"
20765,2/23/2021 20:59,296.238,48,N,5.Narrative2,Tutorial Instructions 2,73,Grass,B Pressed,"Baby Location: (252.2, 0.0, 184.9)"
20766,2/23/2021 20:59,300.472,48,N,5.Narrative2,Tutorial Instructions 2,88,Grass,B Pressed,"Baby Location: (252.2, 0.0, 184.9)"
20767,2/23/2021 20:59,317.858,48,N,6.BabyScene,,0,Grass,Baby Crossed Blanket,NA
20768,2/23/2021 20:59,319.222,48,N,6.BabyScene,1,88,Grass,Car Starts,NA
20769,2/23/2021 20:59,320.589,48,N,6.BabyScene,1,88,Grass,B Pressed,"Baby Location: (253.5, 0.0, 184.6)"
20770,2/23/2021 20:59,320.989,48,N,6.BabyScene,1,88,Grass,B Pressed,"Baby Location: (253.5, 0.0, 184.6)"
20771,2/23/2021 20:59,321.389,48,N,6.BabyScene,1,88,Grass,Car Ends,NA
20772,2/23/2021 20:59,322.09,48,N,6.BabyScene,1,88,Grass,Car Ends,NA
20773,2/23/2021 20:59,328.623,48,N,6.BabyScene,1,88,Grass,Estimated Speed,5
20774,2/23/2021 20:59,334.658,48,N,6.BabyScene,2,59,Blanket,Car Starts,NA
20775,2/23/2021 20:59,337.193,48,N,6.BabyScene,2,59,Blanket,Score (Space Pressed),13
20776,2/23/2021 20:59,337.507,48,N,6.BabyScene,2,59,Blanket,Score (Space Pressed),13
20777,2/23/2021 20:59,337.523,48,N,6.BabyScene,2,59,Blanket,Score (Space Pressed),13
20778,2/23/2021 20:59,339.274,48,N,6.BabyScene,2,59,Blanket,Car Ends,NA
20779,2/23/2021 20:59,343.007,48,N,6.BabyScene,2,59,Blanket,Estimated Speed,6
20780,2/23/2021 20:59,344.007,48,N,6.BabyScene,3,59,Blanket,B Pressed,"Baby Location: (258.7, 0.0, 183.0)"
20781,2/23/2021 20:59,344.489,48,N,6.BabyScene,3,59,Blanket,B Pressed,"Baby Location: (258.7, 0.0, 183.0)"
20782,2/23/2021 21:00,351.239,48,N,6.BabyScene,3,59,Blanket,Car Starts,NA
20783,2/23/2021 21:00,353.593,48,N,6.BabyScene,3,59,Blanket,Score (Space Pressed),14
20784,2/23/2021 21:00,353.973,48,N,6.BabyScene,3,59,Blanket,Score (Space Pressed),14
20785,2/23/2021 21:00,355.674,48,N,6.BabyScene,3,59,Blanket,Car Ends,NA
20786,2/23/2021 21:00,358.174,48,N,6.BabyScene,3,59,Blanket,Estimated Speed,4
20787,2/23/2021 21:00,366.323,48,N,6.BabyScene,4,44,Blanket,Car Starts,NA
20788,2/23/2021 21:00,367.725,48,N,6.BabyScene,4,44,Blanket,Baby Crossed Blanket,NA
20789,2/23/2021 21:00,368.774,48,N,6.BabyScene,4,44,Grass,B Pressed,"Baby Location: (252.5, 0.0, 183.5)"
20790,2/23/2021 21:00,369.207,48,N,6.BabyScene,4,44,Grass,B Pressed,"Baby Location: (252.5, 0.0, 183.5)"
20791,2/23/2021 21:00,372.323,48,N,6.BabyScene,4,44,Grass,Car Ends,NA
20792,2/23/2021 21:00,374.49,48,N,6.BabyScene,4,44,Grass,Estimated Speed,4
20793,2/23/2021 21:00,388.659,48,N,6.BabyScene,5,88,Blanket,Car Starts,NA
20794,2/23/2021 21:00,390.193,48,N,6.BabyScene,5,88,Blanket,B Pressed,"Baby Location: (254.2, 0.0, 182.6)"
20795,2/23/2021 21:00,390.592,48,N,6.BabyScene,5,88,Blanket,B Pressed,"Baby Location: (254.2, 0.0, 182.6)"
20796,2/23/2021 21:00,391.808,48,N,6.BabyScene,5,88,Blanket,Car Ends,NA
20797,2/23/2021 21:00,395.474,48,N,6.BabyScene,5,88,Blanket,Estimated Speed,5
20798,2/23/2021 21:00,405.493,48,N,6.BabyScene,6,44,Blanket,Car Starts,NA
20799,2/23/2021 21:00,408.025,48,N,6.BabyScene,6,44,Blanket,B Pressed,"Baby Location: (257.6, 0.0, 180.8)"
20800,2/23/2021 21:00,408.376,48,N,6.BabyScene,6,44,Blanket,B Pressed,"Baby Location: (257.6, 0.0, 180.8)"
20801,2/23/2021 21:01,411.408,48,N,6.BabyScene,6,44,Blanket,Car Ends,NA
20802,2/23/2021 21:01,414.676,48,N,6.BabyScene,6,44,Blanket,Estimated Speed,3
20803,2/23/2021 21:01,422.842,48,N,6.BabyScene,7,103,Blanket,Car Starts,NA
20804,2/23/2021 21:01,424.327,48,N,6.BabyScene,7,103,Blanket,B Pressed,"Baby Location: (253.6, 0.0, 178.4)"
20805,2/23/2021 21:01,425.058,48,N,6.BabyScene,7,103,Blanket,Car Ends,NA
20806,2/23/2021 21:01,425.909,48,N,6.BabyScene,7,103,Blanket,Car Ends,NA
20807,2/23/2021 21:01,432.493,48,N,6.BabyScene,7,103,Blanket,Estimated Speed,6
20808,2/23/2021 21:01,440.644,48,N,6.BabyScene,8,73,Blanket,Car Starts,NA
20809,2/23/2021 21:01,442.276,48,N,6.BabyScene,8,73,Blanket,Score (Space Pressed),19
20810,2/23/2021 21:01,444.197,48,N,6.BabyScene,8,73,Blanket,B Pressed,"Baby Location: (254.4, 0.0, 182.0)"
20811,2/23/2021 21:01,444.727,48,N,6.BabyScene,8,73,Blanket,B Pressed,"Baby Location: (254.4, 0.0, 182.0)"
20812,2/23/2021 21:01,448.961,48,N,6.BabyScene,8,73,Blanket,Estimated Speed,4
20813,2/23/2021 21:01,452.126,48,N,6.BabyScene,9,73,Blanket,Score (Space Pressed),19
20814,2/23/2021 21:01,460.111,48,N,6.BabyScene,9,73,Blanket,Car Starts,NA
20815,2/23/2021 21:01,461.911,48,N,6.BabyScene,9,73,Blanket,B Pressed,"Baby Location: (254.0, 0.0, 180.3)"
20816,2/23/2021 21:01,462.227,48,N,6.BabyScene,9,73,Blanket,B Pressed,"Baby Location: (254.0, 0.0, 180.3)"
20817,2/23/2021 21:01,463.809,48,N,6.BabyScene,9,73,Blanket,Car Ends,NA
20818,2/23/2021 21:01,467.727,48,N,6.BabyScene,9,73,Blanket,Estimated Speed,4
20819,2/23/2021 21:02,479.795,48,N,6.BabyScene,10,103,Blanket,Car Starts,NA
20820,2/23/2021 21:02,480.977,48,N,6.BabyScene,10,103,Blanket,B Pressed,"Baby Location: (255.0, 0.0, 183.1)"
20821,2/23/2021 21:02,481.261,48,N,6.BabyScene,10,103,Blanket,B Pressed,"Baby Location: (255.0, 0.0, 183.1)"
20822,2/23/2021 21:02,481.494,48,N,6.BabyScene,10,103,Blanket,Car Ends,NA
20823,2/23/2021 21:02,482.461,48,N,6.BabyScene,10,103,Blanket,Car Ends,NA
20824,2/23/2021 21:02,485.094,48,N,6.BabyScene,10,103,Blanket,Estimated Speed,5
20825,2/23/2021 21:02,486.344,48,N,9.Narrative3,Tutorial Instructions 1,,Blanket,Start New Block,
20826,2/23/2021 21:02,508.212,48,N,4.NeutralScene,1,44,Blanket,Car Starts,NA
20827,2/23/2021 21:02,511.645,48,N,4.NeutralScene,1,44,Blanket,Score (Space Pressed),21
20828,2/23/2021 21:02,514.646,48,N,4.NeutralScene,1,44,Blanket,Car Ends,NA
20829,2/23/2021 21:02,516.862,48,N,4.NeutralScene,1,44,Blanket,Estimated Speed,4
20830,2/23/2021 21:02,527.962,48,N,4.NeutralScene,2,73,Blanket,Car Starts,NA
20831,2/23/2021 21:02,529.662,48,N,4.NeutralScene,2,73,Blanket,Score (Space Pressed),22
20832,2/23/2021 21:03,531.612,48,N,4.NeutralScene,2,73,Blanket,Car Ends,NA
20833,2/23/2021 21:03,534.212,48,N,4.NeutralScene,2,73,Blanket,Estimated Speed,3
20834,2/23/2021 21:03,544.345,48,N,4.NeutralScene,3,59,Blanket,Car Starts,NA
20835,2/23/2021 21:03,547.129,48,N,4.NeutralScene,3,59,Blanket,Score (Space Pressed),23
20836,2/23/2021 21:03,548.813,48,N,4.NeutralScene,3,59,Blanket,Car Ends,NA
20837,2/23/2021 21:03,552.712,48,N,4.NeutralScene,3,59,Blanket,Estimated Speed,5
20838,2/23/2021 21:03,564.829,48,N,4.NeutralScene,4,103,Blanket,Car Starts,NA
20839,2/23/2021 21:03,566.197,48,N,4.NeutralScene,4,103,Blanket,Score (Space Pressed),24
20840,2/23/2021 21:03,567.414,48,N,4.NeutralScene,4,103,Blanket,Car Ends,NA
20841,2/23/2021 21:03,570.413,48,N,4.NeutralScene,4,103,Blanket,Estimated Speed,5
20842,2/23/2021 21:03,578.515,48,N,4.NeutralScene,5,44,Blanket,Car Starts,NA
20843,2/23/2021 21:03,580.781,48,N,4.NeutralScene,5,44,Blanket,Score (Space Pressed),25
20844,2/23/2021 21:03,584.464,48,N,4.NeutralScene,5,44,Blanket,Car Ends,NA
20845,2/23/2021 21:03,589.982,48,N,4.NeutralScene,5,44,Blanket,Estimated Speed,3
20846,2/23/2021 21:04,598.097,48,N,4.NeutralScene,6,88,Blanket,Car Starts,NA
20847,2/23/2021 21:04,599.581,48,N,4.NeutralScene,6,88,Blanket,Score (Space Pressed),26
20848,2/23/2021 21:04,601.161,48,N,4.NeutralScene,6,88,Blanket,Car Ends,NA
20849,2/23/2021 21:04,602.731,48,N,4.NeutralScene,6,88,Blanket,Estimated Speed,4
20850,2/23/2021 21:04,614.915,48,N,4.NeutralScene,7,88,Blanket,Car Starts,NA
20851,2/23/2021 21:04,616.315,48,N,4.NeutralScene,7,88,Blanket,Score (Space Pressed),27
20852,2/23/2021 21:04,617.888,48,N,4.NeutralScene,7,88,Blanket,Car Ends,NA
20853,2/23/2021 21:04,620.974,48,N,4.NeutralScene,7,88,Blanket,Estimated Speed,5
20854,2/23/2021 21:04,628.115,48,N,4.NeutralScene,8,73,Blanket,Car Starts,NA
20855,2/23/2021 21:04,630.382,48,N,4.NeutralScene,8,73,Blanket,Score (Space Pressed),28
20856,2/23/2021 21:04,632.15,48,N,4.NeutralScene,8,73,Blanket,Car Ends,NA
20857,2/23/2021 21:04,634.099,48,N,4.NeutralScene,8,73,Blanket,Estimated Speed,4
20858,2/23/2021 21:04,646.2,48,N,4.NeutralScene,9,59,Blanket,Car Starts,NA
20859,2/23/2021 21:04,648.065,48,N,4.NeutralScene,9,59,Blanket,Score (Space Pressed),29
20860,2/23/2021 21:04,650.65,48,N,4.NeutralScene,9,59,Blanket,Car Ends,NA
20861,2/23/2021 21:05,652.3,48,N,4.NeutralScene,9,59,Blanket,Estimated Speed,4
20862,2/23/2021 21:05,666.466,48,N,4.NeutralScene,10,103,Blanket,Car Starts,NA
20863,2/23/2021 21:05,667.905,48,N,4.NeutralScene,10,103,Blanket,Score (Space Pressed),30
20864,2/23/2021 21:05,669.066,48,N,4.NeutralScene,10,103,Blanket,Car Ends,NA
20865,2/23/2021 21:05,673.101,48,N,4.NeutralScene,10,103,Blanket,Estimated Speed,5
20866,2/24/2021 21:49,85.097,,,2.Registration,NA,NA,NA,Start New Block,NA
20867,2/24/2021 21:50,118.78,49,N,2.Registration,NA,NA,NA,Start New Block,NA
20868,2/24/2021 21:51,205.618,49,N,3.Narrative1,Tutorial Instructions 1,,NA,Start New Block,
20869,2/24/2021 21:52,253.516,49,N,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
20870,2/24/2021 21:52,264.249,49,N,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
20871,2/24/2021 21:52,264.799,49,N,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
20872,2/24/2021 21:52,264.849,49,N,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
20873,2/24/2021 21:52,269.466,49,N,3.Narrative1,Tutorial Instructions 1,103,NA,Estimated Speed,4
20874,2/24/2021 21:53,277.415,49,N,3.Narrative1,Tutorial Instructions 1,103,NA,Space Pressed,Space Pressed
20875,2/24/2021 21:53,286.516,49,N,4.NeutralScene,1,88,NA,Car Starts,NA
20876,2/24/2021 21:53,288.699,49,N,4.NeutralScene,1,88,NA,Score (Space Pressed),1
20877,2/24/2021 21:53,289.882,49,N,4.NeutralScene,1,88,NA,Car Ends,NA
20878,2/24/2021 21:53,294.018,49,N,4.NeutralScene,1,88,NA,Estimated Speed,5
20879,2/24/2021 21:53,305.249,49,N,4.NeutralScene,2,88,NA,Car Starts,NA
20880,2/24/2021 21:53,307.218,49,N,4.NeutralScene,2,88,NA,Score (Space Pressed),2
20881,2/24/2021 21:53,308.482,49,N,4.NeutralScene,2,88,NA,Car Ends,NA
20882,2/24/2021 21:53,309.998,49,N,4.NeutralScene,2,88,NA,Estimated Speed,4
20883,2/24/2021 21:53,316.15,49,N,4.NeutralScene,3,103,NA,Car Starts,NA
20884,2/24/2021 21:53,317.466,49,N,4.NeutralScene,3,103,NA,Score (Space Pressed),3
20885,2/24/2021 21:53,318.898,49,N,4.NeutralScene,3,103,NA,Car Ends,NA
20886,2/24/2021 21:53,320.684,49,N,4.NeutralScene,3,103,NA,Estimated Speed,4
20887,2/24/2021 21:53,330.916,49,N,4.NeutralScene,4,59,NA,Car Starts,NA
20888,2/24/2021 21:53,332.416,49,N,4.NeutralScene,4,59,NA,Score (Space Pressed),4
20889,2/24/2021 21:53,335.532,49,N,4.NeutralScene,4,59,NA,Car Ends,NA
20890,2/24/2021 21:54,339.033,49,N,4.NeutralScene,4,59,NA,Estimated Speed,3
20891,2/24/2021 21:54,348.251,49,N,4.NeutralScene,5,44,NA,Car Starts,NA
